id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Banda Aceh_2023-11-21T18:00:00,Banda Aceh,54,Angin berputar 63 derajat,10 km/h,1009 mbar,2023-11-21 18
Langsa_2023-11-21T18:00:00,Langsa,22*,Angin berputar 344 derajat,5.2 km/h,1008 mbar,2023-11-21 18
Lhokseumawe_2023-11-21T18:00:00,Lhokseumawe,34*,Angin berputar 92 derajat,6.2 km/h,1008 mbar,2023-11-21 18
Sabang_2023-11-21T18:00:00,Sabang,39*,Angin berputar 64 derajat,11.6 km/h,1008 mbar,2023-11-21 18
Bangli_2023-11-21T18:00:00,Bangli,42*,Angin berputar 143 derajat,6.6 km/h,1010 mbar,2023-11-21 18
Denpasar_2023-11-21T18:00:00,Denpasar,63,Angin berputar 178 derajat,14.8 km/h,1008 mbar,2023-11-21 18
Gianyar_2023-11-21T18:00:00,Gianyar,42*,Angin berputar 151 derajat,8.5 km/h,1010 mbar,2023-11-21 18
Badung_2023-11-21T18:00:00,Badung,61,Angin berputar 180 derajat,10.1 km/h,1009 mbar,2023-11-21 18
Klungkung_2023-11-21T18:00:00,Klungkung,42*,Angin berputar 157 derajat,7.7 km/h,1010 mbar,2023-11-21 18
Kabupaten Buleleng_2023-11-21T18:00:00,Kabupaten Buleleng,37,Angin berputar 187 derajat,5.2 km/h,1009 mbar,2023-11-21 18
Tabanan_2023-11-21T18:00:00,Tabanan,42*,Angin berputar 151 derajat,10.3 km/h,1009 mbar,2023-11-21 18
Pandeglang_2023-11-21T18:00:00,Pandeglang,92*,Angin berputar 217 derajat,1.9 km/h,1007 mbar,2023-11-21 18
Kabupaten Serang_2023-11-21T18:00:00,Kabupaten Serang,108,Angin berputar 328 derajat,5.7 km/h,1007 mbar,2023-11-21 18
Tangerang_2023-11-21T18:00:00,Tangerang,157,Angin berputar 358 derajat,16.7 km/h,1006 mbar,2023-11-21 18
Kabupaten Serang_2023-11-21T18:00:00,Kabupaten Serang,108,Angin berputar 328 derajat,5.7 km/h,1007 mbar,2023-11-21 18
South Tangerang_2023-11-21T18:00:00,South Tangerang,157,Angin berputar 359 derajat,16.7 km/h,1006 mbar,2023-11-21 18
Bengkulu_2023-11-21T18:00:00,Bengkulu,57,Angin berputar 185 derajat,7.4 km/h,1008 mbar,2023-11-21 18
Kepahiang_2023-11-21T18:00:00,Kepahiang,46*,Angin berputar 185 derajat,3.2 km/h,1009 mbar,2023-11-21 18
Bantul_2023-11-21T18:00:00,Bantul,43*,Angin berputar 161 derajat,15 km/h,1009 mbar,2023-11-21 18
Sleman_2023-11-21T18:00:00,Sleman,60,Angin berputar 180 derajat,12.8 km/h,1009 mbar,2023-11-21 18
Yogyakarta_2023-11-21T18:00:00,Yogyakarta,44*,Angin berputar 173 derajat,14.2 km/h,1009 mbar,2023-11-21 18
Propinsi Gorontalo_2023-11-21T18:00:00,Propinsi Gorontalo,67,Angin berputar 210 derajat,4.4 km/h,1008 mbar,2023-11-21 18
Propinsi Gorontalo_2023-11-21T18:00:00,Propinsi Gorontalo,67,Angin berputar 210 derajat,4.4 km/h,1008 mbar,2023-11-21 18
Jambi_2023-11-21T18:00:00,Jambi,66,Angin berputar 43 derajat,0.9 km/h,1006 mbar,2023-11-21 18
Muara Sabak_2023-11-21T18:00:00,Muara Sabak,63,Angin berputar 273 derajat,0.4 km/h,1006 mbar,2023-11-21 18
Sungai Penuh_2023-11-21T18:00:00,Sungai Penuh,48*,Angin berputar 198 derajat,3.3 km/h,1010 mbar,2023-11-21 18
Sarolangun_2023-11-21T18:00:00,Sarolangun,58*,Angin berputar 83 derajat,5.5 km/h,1006 mbar,2023-11-21 18
Bandung_2023-11-21T18:00:00,Bandung,149,Angin berputar 354 derajat,6.4 km/h,1009 mbar,2023-11-21 18
Banjar_2023-11-21T18:00:00,Banjar,50*,Angin berputar 131 derajat,2.6 km/h,1010 mbar,2023-11-21 18
Ciamis_2023-11-21T18:00:00,Ciamis,36*,Angin berputar 140 derajat,10.6 km/h,1009 mbar,2023-11-21 18
Cianjur_2023-11-21T18:00:00,Cianjur,68*,Angin berputar 6 derajat,3.5 km/h,1009 mbar,2023-11-21 18
Bogor_2023-11-21T18:00:00,Bogor,74,Angin berputar 177 derajat,3 km/h,984 mbar,2023-11-21 18
Bekasi_2023-11-21T18:00:00,Bekasi,131,Angin berputar 352 derajat,14.8 km/h,1002 mbar,2023-11-21 18
Cimahi_2023-11-21T18:00:00,Cimahi,58*,Angin berputar 12 derajat,5.5 km/h,1009 mbar,2023-11-21 18
Cirebon_2023-11-21T18:00:00,Cirebon,87,Angin berputar 197 derajat,15.5 km/h,1007 mbar,2023-11-21 18
Garut_2023-11-21T18:00:00,Garut,38*,Angin berputar 135 derajat,5.2 km/h,1010 mbar,2023-11-21 18
Indramayu_2023-11-21T18:00:00,Indramayu,77*,Angin berputar 71 derajat,20.8 km/h,1007 mbar,2023-11-21 18
Karawang_2023-11-21T18:00:00,Karawang,89,Angin berputar 319 derajat,5.8 km/h,1010 mbar,2023-11-21 18
Kuningan_2023-11-21T18:00:00,Kuningan,46*,Angin berputar 185 derajat,7.1 km/h,1008 mbar,2023-11-21 18
Majalengka_2023-11-21T18:00:00,Majalengka,49*,Angin berputar 92 derajat,9.1 km/h,1007 mbar,2023-11-21 18
Purwakarta_2023-11-21T18:00:00,Purwakarta,84,Angin berputar 350 derajat,8.3 km/h,1007 mbar,2023-11-21 18
Tasikmalaya_2023-11-21T18:00:00,Tasikmalaya,36*,Angin berputar 139 derajat,9.6 km/h,1009 mbar,2023-11-21 18
Bandung_2023-11-21T18:00:00,Bandung,149,Angin berputar 354 derajat,6.4 km/h,1009 mbar,2023-11-21 18
Subang_2023-11-21T18:00:00,Subang,41*,Angin berputar 172 derajat,9.8 km/h,1008 mbar,2023-11-21 18
Cirebon_2023-11-21T18:00:00,Cirebon,87,Angin berputar 197 derajat,15.5 km/h,1007 mbar,2023-11-21 18
