id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Banda Aceh_2023-11-22T18:00:00,Banda Aceh,35,Angin berputar 106 derajat,6.6 km/h,1008 mbar,2023-11-22 18
Langsa_2023-11-22T18:00:00,Langsa,25*,Angin berputar 303 derajat,3.6 km/h,1008 mbar,2023-11-22 18
Lhokseumawe_2023-11-22T18:00:00,Lhokseumawe,36*,Angin berputar 351 derajat,5.7 km/h,1008 mbar,2023-11-22 18
Sabang_2023-11-22T18:00:00,Sabang,40*,Angin berputar 218 derajat,8.2 km/h,1008 mbar,2023-11-22 18
Bangli_2023-11-22T18:00:00,Bangli,38*,Angin berputar 149 derajat,6 km/h,1009 mbar,2023-11-22 18
Denpasar_2023-11-22T18:00:00,Denpasar,74,Angin berputar 169 derajat,20.9 km/h,1007 mbar,2023-11-22 18
Gianyar_2023-11-22T18:00:00,Gianyar,39*,Angin berputar 152 derajat,8.2 km/h,1009 mbar,2023-11-22 18
Badung_2023-11-22T18:00:00,Badung,78,Angin berputar 174 derajat,10.8 km/h,1009 mbar,2023-11-22 18
Klungkung_2023-11-22T18:00:00,Klungkung,39*,Angin berputar 158 derajat,7 km/h,1009 mbar,2023-11-22 18
Kabupaten Buleleng_2023-11-22T18:00:00,Kabupaten Buleleng,41,Angin berputar 183 derajat,6.6 km/h,1008 mbar,2023-11-22 18
Tabanan_2023-11-22T18:00:00,Tabanan,38*,Angin berputar 157 derajat,12.1 km/h,1009 mbar,2023-11-22 18
Pandeglang_2023-11-22T18:00:00,Pandeglang,91*,Angin berputar 0 derajat,7.1 km/h,1007 mbar,2023-11-22 18
Kabupaten Serang_2023-11-22T18:00:00,Kabupaten Serang,85,Angin berputar 293 derajat,5.8 km/h,1006 mbar,2023-11-22 18
Tangerang_2023-11-22T18:00:00,Tangerang,119,Angin berputar 347 derajat,13 km/h,1006 mbar,2023-11-22 18
Kabupaten Serang_2023-11-22T18:00:00,Kabupaten Serang,85,Angin berputar 293 derajat,5.8 km/h,1006 mbar,2023-11-22 18
South Tangerang_2023-11-22T18:00:00,South Tangerang,124,Angin berputar 358 derajat,13 km/h,1006 mbar,2023-11-22 18
Bengkulu_2023-11-22T18:00:00,Bengkulu,59,Angin berputar 170 derajat,4.8 km/h,1008 mbar,2023-11-22 18
Kepahiang_2023-11-22T18:00:00,Kepahiang,53*,Angin berputar 237 derajat,2.9 km/h,1009 mbar,2023-11-22 18
Bantul_2023-11-22T18:00:00,Bantul,54*,Angin berputar 167 derajat,15.3 km/h,1008 mbar,2023-11-22 18
Sleman_2023-11-22T18:00:00,Sleman,54,Angin berputar 186 derajat,13.4 km/h,1008 mbar,2023-11-22 18
Yogyakarta_2023-11-22T18:00:00,Yogyakarta,53*,Angin berputar 178 derajat,14.4 km/h,1008 mbar,2023-11-22 18
Propinsi Gorontalo_2023-11-22T18:00:00,Propinsi Gorontalo,66,Angin berputar 204 derajat,7 km/h,1008 mbar,2023-11-22 18
Propinsi Gorontalo_2023-11-22T18:00:00,Propinsi Gorontalo,66,Angin berputar 204 derajat,7 km/h,1008 mbar,2023-11-22 18
Jambi_2023-11-22T18:00:00,Jambi,114,Angin berputar 317 derajat,3.3 km/h,1007 mbar,2023-11-22 18
Muara Sabak_2023-11-22T18:00:00,Muara Sabak,79,Angin berputar 273 derajat,3.7 km/h,1007 mbar,2023-11-22 18
Sungai Penuh_2023-11-22T18:00:00,Sungai Penuh,49*,Angin berputar 224 derajat,2.7 km/h,1011 mbar,2023-11-22 18
Sarolangun_2023-11-22T18:00:00,Sarolangun,61*,Angin berputar 82 derajat,3.8 km/h,1007 mbar,2023-11-22 18
Bandung_2023-11-22T18:00:00,Bandung,131,Angin berputar 22 derajat,3.2 km/h,1012 mbar,2023-11-22 18
Banjar_2023-11-22T18:00:00,Banjar,61*,Angin berputar 197 derajat,3.2 km/h,1010 mbar,2023-11-22 18
Ciamis_2023-11-22T18:00:00,Ciamis,56*,Angin berputar 144 derajat,10.4 km/h,1008 mbar,2023-11-22 18
Cianjur_2023-11-22T18:00:00,Cianjur,75*,Angin berputar 21 derajat,1.3 km/h,1008 mbar,2023-11-22 18
Bogor_2023-11-22T18:00:00,Bogor,59,Angin berputar 177 derajat,3.9 km/h,984 mbar,2023-11-22 18
Bekasi_2023-11-22T18:00:00,Bekasi,102,Angin berputar 1 derajat,11.1 km/h,1001 mbar,2023-11-22 18
Cimahi_2023-11-22T18:00:00,Cimahi,76*,Angin berputar 5 derajat,4.2 km/h,1008 mbar,2023-11-22 18
Cirebon_2023-11-22T18:00:00,Cirebon,112,Angin berputar 56 derajat,10.8 km/h,1006 mbar,2023-11-22 18
Garut_2023-11-22T18:00:00,Garut,56*,Angin berputar 110 derajat,5.8 km/h,1009 mbar,2023-11-22 18
Indramayu_2023-11-22T18:00:00,Indramayu,86*,Angin berputar 45 derajat,17.3 km/h,1006 mbar,2023-11-22 18
Karawang_2023-11-22T18:00:00,Karawang,89,Angin berputar 319 derajat,5.8 km/h,1010 mbar,2023-11-22 18
Kuningan_2023-11-22T18:00:00,Kuningan,61*,Angin berputar 217 derajat,8.4 km/h,1007 mbar,2023-11-22 18
Majalengka_2023-11-22T18:00:00,Majalengka,66*,Angin berputar 61 derajat,7.5 km/h,1007 mbar,2023-11-22 18
Purwakarta_2023-11-22T18:00:00,Purwakarta,159,Angin berputar 18 derajat,4.2 km/h,1006 mbar,2023-11-22 18
Tasikmalaya_2023-11-22T18:00:00,Tasikmalaya,56*,Angin berputar 139 derajat,9.5 km/h,1008 mbar,2023-11-22 18
Bandung_2023-11-22T18:00:00,Bandung,131,Angin berputar 22 derajat,3.2 km/h,1012 mbar,2023-11-22 18
Subang_2023-11-22T18:00:00,Subang,58*,Angin berputar 150 derajat,10.3 km/h,1008 mbar,2023-11-22 18
Cirebon_2023-11-22T18:00:00,Cirebon,112,Angin berputar 56 derajat,10.8 km/h,1006 mbar,2023-11-22 18
Sumedang_2023-11-22T18:00:00,Sumedang,72*,Angin berputar 53 derajat,3 km/h,1008 mbar,2023-11-22 18
Tasikmalaya_2023-11-22T18:00:00,Tasikmalaya,56*,Angin berputar 139 derajat,9.5 km/h,1008 mbar,2023-11-22 18
Bogor_2023-11-22T18:00:00,Bogor,59,Angin berputar 177 derajat,3.9 km/h,984 mbar,2023-11-22 18
Bekasi_2023-11-22T18:00:00,Bekasi,102,Angin berputar 1 derajat,11.1 km/h,1001 mbar,2023-11-22 18
Bogor_2023-11-22T18:00:00,Bogor,59,Angin berputar 177 derajat,3.9 km/h,984 mbar,2023-11-22 18
Cianjur_2023-11-22T18:00:00,Cianjur,75*,Angin berputar 21 derajat,1.3 km/h,1008 mbar,2023-11-22 18
Banjarnegara_2023-11-22T18:00:00,Banjarnegara,58*,Angin berputar 187 derajat,8.8 km/h,1009 mbar,2023-11-22 18
Batang_2023-11-22T18:00:00,Batang,85*,Angin berputar 37 derajat,22.4 km/h,1005 mbar,2023-11-22 18
Blora_2023-11-22T18:00:00,Blora,69*,Angin berputar 17 derajat,14.2 km/h,1006 mbar,2023-11-22 18
Boyolali_2023-11-22T18:00:00,Boyolali,52*,Angin berputar 188 derajat,18.1 km/h,1008 mbar,2023-11-22 18
Brebes_2023-11-22T18:00:00,Brebes,68*,Angin berputar 189 derajat,7.9 km/h,1006 mbar,2023-11-22 18
Cilacap_2023-11-22T18:00:00,Cilacap,53*,Angin berputar 150 derajat,15 km/h,1008 mbar,2023-11-22 18
Demak_2023-11-22T18:00:00,Demak,74*,Angin berputar 314 derajat,15.6 km/h,1005 mbar,2023-11-22 18
Jepara_2023-11-22T18:00:00,Jepara,82*,Angin berputar 16 derajat,13.6 km/h,1005 mbar,2023-11-22 18
Pekalongan_2023-11-22T18:00:00,Pekalongan,72*,Angin berputar 359 derajat,3.7 km/h,1006 mbar,2023-11-22 18
Karanganyar_2023-11-22T18:00:00,Karanganyar,48*,Angin berputar 205 derajat,21.4 km/h,1006 mbar,2023-11-22 18
Kebumen_2023-11-22T18:00:00,Kebumen,57*,Angin berputar 159 derajat,14.3 km/h,1008 mbar,2023-11-22 18
Kendal_2023-11-22T18:00:00,Kendal,75*,Angin berputar 349 derajat,10.9 km/h,1006 mbar,2023-11-22 18
Kabupaten Klaten_2023-11-22T18:00:00,Kabupaten Klaten,50*,Angin berputar 180 derajat,19 km/h,1007 mbar,2023-11-22 18
Kudus_2023-11-22T18:00:00,Kudus,74*,Angin berputar 140 derajat,4 km/h,1005 mbar,2023-11-22 18
Magelang_2023-11-22T18:00:00,Magelang,58*,Angin berputar 180 derajat,11.4 km/h,1009 mbar,2023-11-22 18
Magelang_2023-11-22T18:00:00,Magelang,58*,Angin berputar 180 derajat,11.4 km/h,1009 mbar,2023-11-22 18
Pati_2023-11-22T18:00:00,Pati,72*,Angin berputar 40 derajat,15.5 km/h,1006 mbar,2023-11-22 18
Pekalongan_2023-11-22T18:00:00,Pekalongan,72*,Angin berputar 359 derajat,3.7 km/h,1006 mbar,2023-11-22 18
Pemalang_2023-11-22T18:00:00,Pemalang,69*,Angin berputar 9 derajat,1.5 km/h,1006 mbar,2023-11-22 18
Purbalingga_2023-11-22T18:00:00,Purbalingga,54*,Angin berputar 161 derajat,10.5 km/h,1008 mbar,2023-11-22 18
Banyumas_2023-11-22T18:00:00,Banyumas,53*,Angin berputar 162 derajat,11.2 km/h,1008 mbar,2023-11-22 18
Purworejo_2023-11-22T18:00:00,Purworejo,58*,Angin berputar 166 derajat,10.7 km/h,1008 mbar,2023-11-22 18
Rembang_2023-11-22T18:00:00,Rembang,72*,Angin berputar 21 derajat,16.1 km/h,1006 mbar,2023-11-22 18
Salatiga_2023-11-22T18:00:00,Salatiga,57*,Angin berputar 232 derajat,1.6 km/h,1008 mbar,2023-11-22 18
Semarang_2023-11-22T18:00:00,Semarang,77,Angin berputar 337 derajat,18.5 km/h,1005 mbar,2023-11-22 18
Tegal_2023-11-22T18:00:00,Tegal,69*,Angin berputar 20 derajat,4.8 km/h,1006 mbar,2023-11-22 18
Sragen_2023-11-22T18:00:00,Sragen,51*,Angin berputar 209 derajat,18.9 km/h,1006 mbar,2023-11-22 18
Sukoharjo_2023-11-22T18:00:00,Sukoharjo,49*,Angin berputar 195 derajat,21.9 km/h,1006 mbar,2023-11-22 18
Surakarta_2023-11-22T18:00:00,Surakarta,59,Angin berputar 203 derajat,24.9 km/h,1006 mbar,2023-11-22 18
Tegal_2023-11-22T18:00:00,Tegal,69*,Angin berputar 20 derajat,4.8 km/h,1006 mbar,2023-11-22 18
Temanggung_2023-11-22T18:00:00,Temanggung,60*,Angin berputar 187 derajat,11.2 km/h,1008 mbar,2023-11-22 18
Semarang_2023-11-22T18:00:00,Semarang,77,Angin berputar 337 derajat,18.5 km/h,1005 mbar,2023-11-22 18
