id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Banda Aceh_2023-11-29T06:00:00,Banda Aceh,15,Angin berputar 53 derajat,10.3 km/h,1007 mbar,2023-11-29 06
Langsa_2023-11-29T06:00:00,Langsa,28*,Angin berputar 305 derajat,2.6 km/h,1007 mbar,2023-11-29 06
Lhokseumawe_2023-11-29T06:00:00,Lhokseumawe,24*,Angin berputar 11 derajat,7.8 km/h,1007 mbar,2023-11-29 06
Sabang_2023-11-29T06:00:00,Sabang,24*,Angin berputar 70 derajat,9.1 km/h,1007 mbar,2023-11-29 06
Bangli_2023-11-29T06:00:00,Bangli,53*,Angin berputar 176 derajat,2.9 km/h,1010 mbar,2023-11-29 06
Denpasar_2023-11-29T06:00:00,Denpasar,97,Angin berputar 199 derajat,8.1 km/h,1008 mbar,2023-11-29 06
Gianyar_2023-11-29T06:00:00,Gianyar,53*,Angin berputar 175 derajat,3.2 km/h,1010 mbar,2023-11-29 06
Badung_2023-11-29T06:00:00,Badung,71,Angin berputar 198 derajat,2.9 km/h,1010 mbar,2023-11-29 06
Klungkung_2023-11-29T06:00:00,Klungkung,53*,Angin berputar 177 derajat,3.5 km/h,1010 mbar,2023-11-29 06
Kabupaten Buleleng_2023-11-29T06:00:00,Kabupaten Buleleng,50,Angin berputar 187 derajat,6.8 km/h,1010 mbar,2023-11-29 06
Tabanan_2023-11-29T06:00:00,Tabanan,54*,Angin berputar 182 derajat,3.9 km/h,1010 mbar,2023-11-29 06
Pandeglang_2023-11-29T06:00:00,Pandeglang,95*,Angin berputar 218 derajat,2.4 km/h,1008 mbar,2023-11-29 06
Kabupaten Serang_2023-11-29T06:00:00,Kabupaten Serang,125,Angin berputar 330 derajat,5.1 km/h,1008 mbar,2023-11-29 06
Tangerang_2023-11-29T06:00:00,Tangerang,176,Angin berputar 351 derajat,5.5 km/h,1007 mbar,2023-11-29 06
Kabupaten Serang_2023-11-29T06:00:00,Kabupaten Serang,125,Angin berputar 330 derajat,5.1 km/h,1008 mbar,2023-11-29 06
South Tangerang_2023-11-29T06:00:00,South Tangerang,178,Angin berputar 2 derajat,5.5 km/h,1007 mbar,2023-11-29 06
Bengkulu_2023-11-29T06:00:00,Bengkulu,65,Angin berputar 230 derajat,4.5 km/h,1008 mbar,2023-11-29 06
Kepahiang_2023-11-29T06:00:00,Kepahiang,42*,Angin berputar 236 derajat,2.3 km/h,1010 mbar,2023-11-29 06
Bantul_2023-11-29T06:00:00,Bantul,65*,Angin berputar 146 derajat,3 km/h,1009 mbar,2023-11-29 06
Sleman_2023-11-29T06:00:00,Sleman,76,Angin berputar 237 derajat,4 km/h,1009 mbar,2023-11-29 06
Yogyakarta_2023-11-29T06:00:00,Yogyakarta,66*,Angin berputar 237 derajat,2 km/h,1010 mbar,2023-11-29 06
Propinsi Gorontalo_2023-11-29T06:00:00,Propinsi Gorontalo,59,Angin berputar 34 derajat,4.4 km/h,1010 mbar,2023-11-29 06
Propinsi Gorontalo_2023-11-29T06:00:00,Propinsi Gorontalo,59,Angin berputar 34 derajat,4.4 km/h,1010 mbar,2023-11-29 06
Jambi_2023-11-29T06:00:00,Jambi,115*,Angin berputar 55 derajat,2.9 km/h,1008 mbar,2023-11-29 06
Muara Sabak_2023-11-29T06:00:00,Muara Sabak,66,Angin berputar 191 derajat,5.4 km/h,1008 mbar,2023-11-29 06
Sungai Penuh_2023-11-29T06:00:00,Sungai Penuh,48*,Angin berputar 218 derajat,0.8 km/h,1010 mbar,2023-11-29 06
Sarolangun_2023-11-29T06:00:00,Sarolangun,51*,Angin berputar 57 derajat,2 km/h,1008 mbar,2023-11-29 06
Bandung_2023-11-29T06:00:00,Bandung,64,Angin berputar 7 derajat,4 km/h,1010 mbar,2023-11-29 06
Banjar_2023-11-29T06:00:00,Banjar,64*,Angin berputar 153 derajat,1.7 km/h,1011 mbar,2023-11-29 06
Ciamis_2023-11-29T06:00:00,Ciamis,58*,Angin berputar 130 derajat,1.8 km/h,1010 mbar,2023-11-29 06
Cianjur_2023-11-29T06:00:00,Cianjur,68*,Angin berputar 20 derajat,1.9 km/h,1010 mbar,2023-11-29 06
Bogor_2023-11-29T06:00:00,Bogor,52,Angin berputar 260 derajat,2.7 km/h,1009 mbar,2023-11-29 06
Bekasi_2023-11-29T06:00:00,Bekasi,142,Angin berputar 232 derajat,5.5 km/h,1003 mbar,2023-11-29 06
Cimahi_2023-11-29T06:00:00,Cimahi,75*,Angin berputar 4 derajat,4.2 km/h,1010 mbar,2023-11-29 06
Cirebon_2023-11-29T06:00:00,Cirebon,107,Angin berputar 228 derajat,8.4 km/h,1008 mbar,2023-11-29 06
Garut_2023-11-29T06:00:00,Garut,59*,Angin berputar 119 derajat,2.5 km/h,1011 mbar,2023-11-29 06
Indramayu_2023-11-29T06:00:00,Indramayu,65*,Angin berputar 114 derajat,10.8 km/h,1008 mbar,2023-11-29 06
Karawang_2023-11-29T06:00:00,Karawang,89,Angin berputar 319 derajat,5.8 km/h,1010 mbar,2023-11-29 06
Kuningan_2023-11-29T06:00:00,Kuningan,58*,Angin berputar 202 derajat,7.5 km/h,1010 mbar,2023-11-29 06
Majalengka_2023-11-29T06:00:00,Majalengka,62*,Angin berputar 59 derajat,6.5 km/h,1009 mbar,2023-11-29 06
Purwakarta_2023-11-29T06:00:00,Purwakarta,161,Angin berputar 359 derajat,4.4 km/h,1009 mbar,2023-11-29 06
Tasikmalaya_2023-11-29T06:00:00,Tasikmalaya,58*,Angin berputar 125 derajat,1.4 km/h,1010 mbar,2023-11-29 06
Bandung_2023-11-29T06:00:00,Bandung,64,Angin berputar 7 derajat,4 km/h,1010 mbar,2023-11-29 06
Subang_2023-11-29T06:00:00,Subang,58*,Angin berputar 143 derajat,4.5 km/h,1010 mbar,2023-11-29 06
Cirebon_2023-11-29T06:00:00,Cirebon,107,Angin berputar 228 derajat,8.4 km/h,1008 mbar,2023-11-29 06
Sumedang_2023-11-29T06:00:00,Sumedang,69*,Angin berputar 43 derajat,5.4 km/h,1010 mbar,2023-11-29 06
Tasikmalaya_2023-11-29T06:00:00,Tasikmalaya,58*,Angin berputar 125 derajat,1.4 km/h,1010 mbar,2023-11-29 06
Bogor_2023-11-29T06:00:00,Bogor,52,Angin berputar 260 derajat,2.7 km/h,1009 mbar,2023-11-29 06
Bekasi_2023-11-29T06:00:00,Bekasi,142,Angin berputar 232 derajat,5.5 km/h,1003 mbar,2023-11-29 06
Bogor_2023-11-29T06:00:00,Bogor,52,Angin berputar 260 derajat,2.7 km/h,1009 mbar,2023-11-29 06
Cianjur_2023-11-29T06:00:00,Cianjur,68*,Angin berputar 20 derajat,1.9 km/h,1010 mbar,2023-11-29 06
Banjarnegara_2023-11-29T06:00:00,Banjarnegara,66*,Angin berputar 114 derajat,5 km/h,1010 mbar,2023-11-29 06
Batang_2023-11-29T06:00:00,Batang,80*,Angin berputar 150 derajat,8 km/h,1009 mbar,2023-11-29 06
Blora_2023-11-29T06:00:00,Blora,99*,Angin berputar 215 derajat,4 km/h,1009 mbar,2023-11-29 06
Boyolali_2023-11-29T06:00:00,Boyolali,70*,Angin berputar 210 derajat,8.6 km/h,1010 mbar,2023-11-29 06
Brebes_2023-11-29T06:00:00,Brebes,60*,Angin berputar 75 derajat,9.4 km/h,1008 mbar,2023-11-29 06
Cilacap_2023-11-29T06:00:00,Cilacap,57*,Angin berputar 137 derajat,5 km/h,1009 mbar,2023-11-29 06
Demak_2023-11-29T06:00:00,Demak,86*,Angin berputar 135 derajat,9.1 km/h,1009 mbar,2023-11-29 06
Jepara_2023-11-29T06:00:00,Jepara,82*,Angin berputar 142 derajat,10 km/h,1009 mbar,2023-11-29 06
Pekalongan_2023-11-29T06:00:00,Pekalongan,62*,Angin berputar 72 derajat,5.5 km/h,1009 mbar,2023-11-29 06
Karanganyar_2023-11-29T06:00:00,Karanganyar,72*,Angin berputar 223 derajat,6.3 km/h,1009 mbar,2023-11-29 06
