id,kota,jamCuaca,kodeCuaca,cuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar,accessed
Ambon_2023-11-23T00:00:00,Ambon,2023-11-23 00:00:00,3,Berawan,80,27.0,81.0,48,137,9.3,1008,2023-11-23
Ambon_2023-11-23T06:00:00,Ambon,2023-11-23 06:00:00,3,Berawan,60,33.0,91.0,52,137,9.3,1008,2023-11-23 06:00:00
Ambon_2023-11-23T12:00:00,Ambon,2023-11-23 12:00:00,4,Berawan Tebal,90,27.0,81.0,53,137,14.8,1007,2023-11-23 12:00:00
Ambon_2023-11-23T18:00:00,Ambon,2023-11-23 18:00:00,60,Hujan Ringan,95,23.0,73.0,52,137,5.5,1005,2023-11-23 18:00:00
Badung_2023-11-23T00:00:00,Badung,2023-11-23 00:00:00,1,Cerah Berawan,75,27.0,81.0,73,154,6.6,1010,2023-11-23
Badung_2023-11-23T06:00:00,Badung,2023-11-23 06:00:00,3,Berawan,65,32.0,90.0,96,154,5.8,1010,2023-11-23 06:00:00
Badung_2023-11-23T12:00:00,Badung,2023-11-23 12:00:00,1,Cerah Berawan,80,28.0,82.0,65,154,14.4,1008,2023-11-23 12:00:00
Badung_2023-11-23T18:00:00,Badung,2023-11-23 18:00:00,1,Cerah Berawan,90,26.0,79.0,71,154,9.3,1008,2023-11-23 18:00:00
Balikpapan_2023-11-23T00:00:00,Balikpapan,2023-11-23 00:00:00,3,Berawan,90,27.0,81.0,32,167,7.4,1008,2023-11-23
Balikpapan_2023-11-23T06:00:00,Balikpapan,2023-11-23 06:00:00,3,Berawan,75,30.0,86.0,29,167,4.6,1008,2023-11-23 06:00:00
Balikpapan_2023-11-23T12:00:00,Balikpapan,2023-11-23 12:00:00,61,Hujan Sedang,90,26.0,79.0,30,68,11.1,1008,2023-11-23 12:00:00
Balikpapan_2023-11-23T18:00:00,Balikpapan,2023-11-23 18:00:00,45,Berkabut,100,23.0,73.0,38,114,3.7,1005,2023-11-23 18:00:00
