id,kota,jamCuaca,kodeCuaca,cuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar,accessed
Ambon_2023-11-26T00:00:00,Ambon,2023-11-26 00:00:00,1,Cerah Berawan,80,27.0,81.0,36,139,5.5,1008,2023-11-26
Ambon_2023-11-26T06:00:00,Ambon,2023-11-26 06:00:00,95,Hujan Petir,60,32.0,90.0,31,139,9.3,1008,2023-11-26 06:00:00
Ambon_2023-11-26T12:00:00,Ambon,2023-11-26 12:00:00,3,Berawan,85,26.0,79.0,30,139,14.8,1007,2023-11-26 12:00:00
Ambon_2023-11-26T18:00:00,Ambon,2023-11-26 18:00:00,0,Cerah,90,23.0,73.0,30,139,5.5,1007,2023-11-26 18:00:00
Badung_2023-11-26T00:00:00,Badung,2023-11-26 00:00:00,1,Cerah Berawan,85,28.0,82.0,63,149,3.7,1011,2023-11-26
Badung_2023-11-26T06:00:00,Badung,2023-11-26 06:00:00,3,Berawan,60,33.0,91.0,86,149,3.0,1010,2023-11-26 06:00:00
Badung_2023-11-26T12:00:00,Badung,2023-11-26 12:00:00,3,Berawan,75,29.0,84.0,55,149,10.5,1010,2023-11-26 12:00:00
Badung_2023-11-26T18:00:00,Badung,2023-11-26 18:00:00,3,Berawan,85,27.0,81.0,53,149,6.2,1009,2023-11-26 18:00:00
Balikpapan_2023-11-26T00:00:00,Balikpapan,2023-11-26 00:00:00,3,Berawan,90,24.0,75.0,42,124,3.7,1009,2023-11-26
Balikpapan_2023-11-26T06:00:00,Balikpapan,2023-11-26 06:00:00,95,Hujan Petir,90,26.0,79.0,25,124,5.5,1009,2023-11-26 06:00:00
Balikpapan_2023-11-26T12:00:00,Balikpapan,2023-11-26 12:00:00,3,Berawan,95,24.0,75.0,29,60,14.8,1010,2023-11-26 12:00:00
Balikpapan_2023-11-26T18:00:00,Balikpapan,2023-11-26 18:00:00,61,Hujan Sedang,95,23.0,73.0,35,154,3.7,1007,2023-11-26 18:00:00
Banda Aceh_2023-11-26T00:00:00,Banda Aceh,2023-11-26 00:00:00,3,Berawan,90,25.0,77.0,35,43,9.9,1012,2023-11-26
