id,kota,jamCuaca,kodeCuaca,cuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar,accessed
Ambon_2023-11-27T00:00:00,Ambon,2023-11-27 00:00:00,1,Cerah Berawan,80,27.0,81.0,29,138,5.5,1009,2023-11-27
Ambon_2023-11-27T06:00:00,Ambon,2023-11-27 06:00:00,60,Hujan Ringan,70,32.0,90.0,29,138,9.3,1008,2023-11-27 06:00:00
Ambon_2023-11-27T12:00:00,Ambon,2023-11-27 12:00:00,1,Cerah Berawan,85,26.0,79.0,30,138,11.1,1007,2023-11-27 12:00:00
Ambon_2023-11-27T18:00:00,Ambon,2023-11-27 18:00:00,1,Cerah Berawan,95,24.0,75.0,29,138,5.5,1006,2023-11-27 18:00:00
Badung_2023-11-27T00:00:00,Badung,2023-11-27 00:00:00,1,Cerah Berawan,80,27.0,81.0,132,171,3.5,1010,2023-11-27
Badung_2023-11-27T06:00:00,Badung,2023-11-27 06:00:00,3,Berawan,65,33.0,91.0,71,171,2.8,1010,2023-11-27 06:00:00
Badung_2023-11-27T12:00:00,Badung,2023-11-27 12:00:00,3,Berawan,80,28.0,82.0,65,171,3.0,1009,2023-11-27 12:00:00
Badung_2023-11-27T18:00:00,Badung,2023-11-27 18:00:00,3,Berawan,90,26.0,79.0,59,171,3.6,1009,2023-11-27 18:00:00
Balikpapan_2023-11-27T00:00:00,Balikpapan,2023-11-27 00:00:00,60,Hujan Ringan,100,24.0,75.0,37,189,5.5,1010,2023-11-27
Balikpapan_2023-11-27T06:00:00,Balikpapan,2023-11-27 06:00:00,3,Berawan,90,27.0,81.0,30,189,3.7,1008,2023-11-27 06:00:00
Balikpapan_2023-11-27T12:00:00,Balikpapan,2023-11-27 12:00:00,3,Berawan,95,25.0,77.0,38,291,5.5,1008,2023-11-27 12:00:00
Balikpapan_2023-11-27T18:00:00,Balikpapan,2023-11-27 18:00:00,60,Hujan Ringan,100,24.0,75.0,38,291,11.1,1006,2023-11-27 18:00:00
Banda Aceh_2023-11-27T00:00:00,Banda Aceh,2023-11-27 00:00:00,3,Berawan,95,24.0,75.0,27,76,5.1,1012,2023-11-27
Banda Aceh_2023-11-27T06:00:00,Banda Aceh,2023-11-27 06:00:00,61,Hujan Sedang,65,31.0,88.0,40,76,7.8,1009,2023-11-27 06:00:00
Banda Aceh_2023-11-27T12:00:00,Banda Aceh,2023-11-27 12:00:00,61,Hujan Sedang,85,24.0,75.0,45,76,11.4,1009,2023-11-27 12:00:00
Banda Aceh_2023-11-27T18:00:00,Banda Aceh,2023-11-27 18:00:00,60,Hujan Ringan,95,23.0,73.0,45,76,10.7,1008,2023-11-27 18:00:00
Bandung_2023-11-27T00:00:00,Bandung,2023-11-27 00:00:00,3,Berawan,90,22.0,72.0,59,19,3.1,1013,2023-11-27
Bandung_2023-11-27T06:00:00,Bandung,2023-11-27 06:00:00,60,Hujan Ringan,65,31.0,88.0,87,19,2.4,1011,2023-11-27 06:00:00
Bandung_2023-11-27T12:00:00,Bandung,2023-11-27 12:00:00,3,Berawan,85,22.0,72.0,152,19,3.6,1010,2023-11-27 12:00:00
Bandung_2023-11-27T18:00:00,Bandung,2023-11-27 18:00:00,3,Berawan,95,19.0,66.0,128,19,4.0,1010,2023-11-27 18:00:00
Banggai_2023-11-27T00:00:00,Banggai,2023-11-27 00:00:00,1,Cerah Berawan,90,25.0,77.0,29,14,4.7,1008,2023-11-27
Banggai_2023-11-27T06:00:00,Banggai,2023-11-27 06:00:00,3,Berawan,85,33.0,91.0,27,14,1.3,1008,2023-11-27 06:00:00
Banggai_2023-11-27T12:00:00,Banggai,2023-11-27 12:00:00,60,Hujan Ringan,95,22.0,72.0,26,189,6.2,1008,2023-11-27 12:00:00
Banggai_2023-11-27T18:00:00,Banggai,2023-11-27 18:00:00,1,Cerah Berawan,95,21.0,70.0,26,189,5.5,1007,2023-11-27 18:00:00
Bangkalan_2023-11-27T00:00:00,Bangkalan,2023-11-27 00:00:00,1,Cerah Berawan,75,28.0,82.0,87,232,5.0,1009,2023-11-27
Bangkalan_2023-11-27T06:00:00,Bangkalan,2023-11-27 06:00:00,95,Hujan Petir,60,34.0,93.0,86,232,6.2,1008,2023-11-27 06:00:00
Bangkalan_2023-11-27T12:00:00,Bangkalan,2023-11-27 12:00:00,1,Cerah Berawan,80,28.0,82.0,63,23,10.5,1008,2023-11-27 12:00:00
Bangkalan_2023-11-27T18:00:00,Bangkalan,2023-11-27 18:00:00,60,Hujan Ringan,85,25.0,77.0,63,23,13.9,1007,2023-11-27 18:00:00
Bangli_2023-11-27T00:00:00,Bangli,2023-11-27 00:00:00,1,Cerah Berawan,85,26.0,79.0,53,195,3.5,1011,2023-11-27
Bangli_2023-11-27T06:00:00,Bangli,2023-11-27 06:00:00,60,Hujan Ringan,75,31.0,88.0,52,195,3.2,1010,2023-11-27 06:00:00
Bangli_2023-11-27T12:00:00,Bangli,2023-11-27 12:00:00,3,Berawan,85,27.0,81.0,46,188,2.0,1010,2023-11-27 12:00:00
Bangli_2023-11-27T18:00:00,Bangli,2023-11-27 18:00:00,3,Berawan,95,25.0,77.0,46,188,1.3,1009,2023-11-27 18:00:00
Banjar_2023-11-27T00:00:00,Banjar,2023-11-27 00:00:00,3,Berawan,85,25.0,77.0,66,165,0.9,1013,2023-11-27
Banjar_2023-11-27T06:00:00,Banjar,2023-11-27 06:00:00,3,Berawan,65,31.0,88.0,72,165,2.1,1012,2023-11-27 06:00:00
Banjar_2023-11-27T12:00:00,Banjar,2023-11-27 12:00:00,3,Berawan,85,26.0,79.0,70,234,3.1,1011,2023-11-27 12:00:00
Banjar_2023-11-27T18:00:00,Banjar,2023-11-27 18:00:00,45,Berkabut,95,24.0,75.0,70,234,3.4,1011,2023-11-27 18:00:00
Banjarmasin_2023-11-27T00:00:00,Banjarmasin,2023-11-27 00:00:00,4,Berawan Tebal,85,27.0,81.0,57,222,0.8,1009,2023-11-27
Banjarmasin_2023-11-27T06:00:00,Banjarmasin,2023-11-27 06:00:00,95,Hujan Petir,70,31.0,88.0,41,222,4.5,1009,2023-11-27 06:00:00
Banjarmasin_2023-11-27T12:00:00,Banjarmasin,2023-11-27 12:00:00,3,Berawan,85,26.0,79.0,52,3,6.2,1009,2023-11-27 12:00:00
Banjarmasin_2023-11-27T18:00:00,Banjarmasin,2023-11-27 18:00:00,3,Berawan,95,24.0,75.0,52,3,5.5,1007,2023-11-27 18:00:00
Banjarnegara_2023-11-27T00:00:00,Banjarnegara,2023-11-27 00:00:00,1,Cerah Berawan,75,26.0,79.0,84,181,0.8,1012,2023-11-27
Banjarnegara_2023-11-27T06:00:00,Banjarnegara,2023-11-27 06:00:00,61,Hujan Sedang,65,31.0,88.0,71,181,3.8,1011,2023-11-27 06:00:00
Banjarnegara_2023-11-27T12:00:00,Banjarnegara,2023-11-27 12:00:00,60,Hujan Ringan,85,27.0,81.0,62,214,3.7,1010,2023-11-27 12:00:00
Banjarnegara_2023-11-27T18:00:00,Banjarnegara,2023-11-27 18:00:00,3,Berawan,90,25.0,77.0,62,214,4.5,1009,2023-11-27 18:00:00
Bantaeng_2023-11-27T00:00:00,Bantaeng,2023-11-27 00:00:00,3,Berawan,80,27.0,81.0,61,172,3.7,1009,2023-11-27
Bantaeng_2023-11-27T06:00:00,Bantaeng,2023-11-27 06:00:00,60,Hujan Ringan,70,32.0,90.0,58,172,4.4,1009,2023-11-27 06:00:00
Bantaeng_2023-11-27T12:00:00,Bantaeng,2023-11-27 12:00:00,3,Berawan,80,28.0,82.0,57,187,8.0,1009,2023-11-27 12:00:00
Bantaeng_2023-11-27T18:00:00,Bantaeng,2023-11-27 18:00:00,3,Berawan,90,24.0,75.0,57,187,8.8,1009,2023-11-27 18:00:00
Bantul_2023-11-27T00:00:00,Bantul,2023-11-27 00:00:00,3,Berawan,85,28.0,82.0,74,193,5.3,1011,2023-11-27
Bantul_2023-11-27T06:00:00,Bantul,2023-11-27 06:00:00,1,Cerah Berawan,70,32.0,90.0,72,193,4.9,1010,2023-11-27 06:00:00
Bantul_2023-11-27T12:00:00,Bantul,2023-11-27 12:00:00,3,Berawan,85,27.0,81.0,60,182,7.0,1009,2023-11-27 12:00:00
Bantul_2023-11-27T18:00:00,Bantul,2023-11-27 18:00:00,3,Berawan,95,26.0,79.0,60,182,11.4,1008,2023-11-27 18:00:00
Banyumas_2023-11-27T00:00:00,Banyumas,2023-11-27 00:00:00,1,Cerah Berawan,75,26.0,79.0,77,193,3.0,1011,2023-11-27
Banyumas_2023-11-27T06:00:00,Banyumas,2023-11-27 06:00:00,60,Hujan Ringan,60,31.0,88.0,69,193,3.8,1010,2023-11-27 06:00:00
Banyumas_2023-11-27T12:00:00,Banyumas,2023-11-27 12:00:00,3,Berawan,85,27.0,81.0,62,189,5.7,1009,2023-11-27 12:00:00
Banyumas_2023-11-27T18:00:00,Banyumas,2023-11-27 18:00:00,3,Berawan,90,25.0,77.0,62,189,6.7,1008,2023-11-27 18:00:00
Banyuwangi_2023-11-27T00:00:00,Banyuwangi,2023-11-27 00:00:00,0,,85,27.0,81.0,61,159,5.9,1011,2023-11-27
Banyuwangi_2023-11-27T06:00:00,Banyuwangi,2023-11-27 06:00:00,0,,60,32.0,90.0,59,159,4.5,1010,2023-11-27 06:00:00
Banyuwangi_2023-11-27T12:00:00,Banyuwangi,2023-11-27 12:00:00,3,Berawan,85,28.0,82.0,49,147,5.8,1010,2023-11-27 12:00:00
Banyuwangi_2023-11-27T18:00:00,Banyuwangi,2023-11-27 18:00:00,3,Berawan,85,25.0,77.0,49,147,7.4,1009,2023-11-27 18:00:00
Barru_2023-11-27T00:00:00,Barru,2023-11-27 00:00:00,3,Berawan,80,27.0,81.0,41,179,7.8,1009,2023-11-27
Barru_2023-11-27T06:00:00,Barru,2023-11-27 06:00:00,95,Hujan Petir,70,32.0,90.0,44,179,4.2,1009,2023-11-27 06:00:00
Barru_2023-11-27T12:00:00,Barru,2023-11-27 12:00:00,60,Hujan Ringan,80,28.0,82.0,45,263,5.8,1009,2023-11-27 12:00:00
Barru_2023-11-27T18:00:00,Barru,2023-11-27 18:00:00,60,Hujan Ringan,90,24.0,75.0,45,263,5.8,1008,2023-11-27 18:00:00
Batam_2023-11-27T00:00:00,Batam,2023-11-27 00:00:00,60,Hujan Ringan,95,27.0,81.0,32,289,7.4,1012,2023-11-27
Batam_2023-11-27T06:00:00,Batam,2023-11-27 06:00:00,60,Hujan Ringan,65,31.0,88.0,56,289,9.3,1010,2023-11-27 06:00:00
Batam_2023-11-27T12:00:00,Batam,2023-11-27 12:00:00,3,Berawan,80,27.0,81.0,69,323,0.0,1010,2023-11-27 12:00:00
Batam_2023-11-27T18:00:00,Batam,2023-11-27 18:00:00,60,Hujan Ringan,95,24.0,75.0,75,323,9.3,1009,2023-11-27 18:00:00
Batang_2023-11-27T00:00:00,Batang,2023-11-27 00:00:00,1,Cerah Berawan,70,29.0,84.0,81,147,2.4,1010,2023-11-27
Batang_2023-11-27T06:00:00,Batang,2023-11-27 06:00:00,60,Hujan Ringan,55,35.0,95.0,77,147,11.3,1009,2023-11-27 06:00:00
Batang_2023-11-27T12:00:00,Batang,2023-11-27 12:00:00,3,Berawan,75,29.0,84.0,88,19,10.5,1009,2023-11-27 12:00:00
Batang_2023-11-27T18:00:00,Batang,2023-11-27 18:00:00,3,Berawan,80,27.0,81.0,88,19,11.4,1008,2023-11-27 18:00:00
Batu_2023-11-27T00:00:00,Batu,2023-11-27 00:00:00,3,Berawan,85,20.0,68.0,68,170,2.6,1012,2023-11-27
Batu_2023-11-27T06:00:00,Batu,2023-11-27 06:00:00,1,Cerah Berawan,55,31.0,88.0,67,170,1.0,1011,2023-11-27 06:00:00
Batu_2023-11-27T12:00:00,Batu,2023-11-27 12:00:00,3,Berawan,85,20.0,68.0,76,176,3.2,1011,2023-11-27 12:00:00
Batu_2023-11-27T18:00:00,Batu,2023-11-27 18:00:00,45,Berkabut,90,20.0,68.0,76,176,3.5,1010,2023-11-27 18:00:00
Bekasi_2023-11-27T00:00:00,Bekasi,2023-11-27 00:00:00,60,Hujan Ringan,85,25.0,77.0,114,336,5.5,1006,2023-11-27
Bekasi_2023-11-27T06:00:00,Bekasi,2023-11-27 06:00:00,61,Hujan Sedang,65,34.0,93.0,133,336,5.5,1004,2023-11-27 06:00:00
Bekasi_2023-11-27T12:00:00,Bekasi,2023-11-27 12:00:00,61,Hujan Sedang,85,26.0,79.0,140,336,14.8,1004,2023-11-27 12:00:00
Bekasi_2023-11-27T18:00:00,Bekasi,2023-11-27 18:00:00,3,Berawan,95,25.0,77.0,141,336,14.8,1003,2023-11-27 18:00:00
Bengkalis_2023-11-27T00:00:00,Bengkalis,2023-11-27 00:00:00,4,Berawan Tebal,95,25.0,77.0,32,305,8.5,1010,2023-11-27
Bengkalis_2023-11-27T06:00:00,Bengkalis,2023-11-27 06:00:00,60,Hujan Ringan,65,30.0,86.0,28,305,12.8,1009,2023-11-27 06:00:00
Bengkalis_2023-11-27T12:00:00,Bengkalis,2023-11-27 12:00:00,4,Berawan Tebal,80,27.0,81.0,39,316,7.8,1009,2023-11-27 12:00:00
Bengkalis_2023-11-27T18:00:00,Bengkalis,2023-11-27 18:00:00,60,Hujan Ringan,85,25.0,77.0,39,316,8.0,1007,2023-11-27 18:00:00
Bengkayang_2023-11-27T00:00:00,Bengkayang,2023-11-27 00:00:00,3,Berawan,95,24.0,75.0,34,297,2.1,1010,2023-11-27
Bengkayang_2023-11-27T06:00:00,Bengkayang,2023-11-27 06:00:00,60,Hujan Ringan,65,31.0,88.0,24,297,1.8,1009,2023-11-27 06:00:00
Bengkayang_2023-11-27T12:00:00,Bengkayang,2023-11-27 12:00:00,3,Berawan,95,24.0,75.0,29,241,4.4,1009,2023-11-27 12:00:00
Bengkayang_2023-11-27T18:00:00,Bengkayang,2023-11-27 18:00:00,3,Berawan,100,23.0,73.0,29,241,4.1,1008,2023-11-27 18:00:00
Bengkulu_2023-11-27T00:00:00,Bengkulu,2023-11-27 00:00:00,95,Hujan Petir,100,23.0,73.0,105,244,6.7,1011,2023-11-27
Bengkulu_2023-11-27T06:00:00,Bengkulu,2023-11-27 06:00:00,60,Hujan Ringan,85,31.0,88.0,77,244,4.3,1010,2023-11-27 06:00:00
Bengkulu_2023-11-27T12:00:00,Bengkulu,2023-11-27 12:00:00,60,Hujan Ringan,90,25.0,77.0,30,244,3.3,1009,2023-11-27 12:00:00
Bengkulu_2023-11-27T18:00:00,Bengkulu,2023-11-27 18:00:00,60,Hujan Ringan,95,23.0,73.0,34,244,6.2,1009,2023-11-27 18:00:00
Bima_2023-11-27T00:00:00,Bima,2023-11-27 00:00:00,1,Cerah Berawan,80,28.0,82.0,47,171,6.5,1009,2023-11-27
Bima_2023-11-27T06:00:00,Bima,2023-11-27 06:00:00,60,Hujan Ringan,50,35.0,95.0,40,171,6.3,1009,2023-11-27 06:00:00
Bima_2023-11-27T12:00:00,Bima,2023-11-27 12:00:00,1,Cerah Berawan,85,26.0,79.0,54,184,3.3,1010,2023-11-27 12:00:00
Bima_2023-11-27T18:00:00,Bima,2023-11-27 18:00:00,1,Cerah Berawan,95,25.0,77.0,54,184,2.4,1008,2023-11-27 18:00:00
