id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Banda Aceh_2023-11-25T06:00:00,Banda Aceh,38,197,7.2,1008,2023-11-25 06:00:00
Langsa_2023-11-25T06:00:00,Langsa,31,238,2.1,1008,2023-11-25 06:00:00
Lhokseumawe_2023-11-25T06:00:00,Lhokseumawe,39,136,6.6,1008,2023-11-25 06:00:00
Sabang_2023-11-25T06:00:00,Sabang,41,106,12.4,1008,2023-11-25 06:00:00
Bangli_2023-11-25T06:00:00,Bangli,52,167,2.3,1010,2023-11-25 06:00:00
Denpasar_2023-11-25T06:00:00,Denpasar,107,157,8.1,1008,2023-11-25 06:00:00
Gianyar_2023-11-25T06:00:00,Gianyar,52,168,2.6,1010,2023-11-25 06:00:00
Badung_2023-11-25T06:00:00,Badung,59,149,1.4,1010,2023-11-25 06:00:00
Klungkung_2023-11-25T06:00:00,Klungkung,52,167,3.3,1010,2023-11-25 06:00:00
Kabupaten Buleleng_2023-11-25T06:00:00,Kabupaten Buleleng,50,180,8.5,1010,2023-11-25 06:00:00
Tabanan_2023-11-25T06:00:00,Tabanan,52,181,1.6,1010,2023-11-25 06:00:00
Pandeglang_2023-11-25T06:00:00,Pandeglang,93,182,3.4,1008,2023-11-25 06:00:00
Kabupaten Serang_2023-11-25T06:00:00,Kabupaten Serang,104,350,4.3,1008,2023-11-25 06:00:00
Tangerang_2023-11-25T06:00:00,Tangerang,174,348,7.4,1007,2023-11-25 06:00:00
Kabupaten Serang_2023-11-25T06:00:00,Kabupaten Serang,104,350,4.3,1008,2023-11-25 06:00:00
South Tangerang_2023-11-25T06:00:00,South Tangerang,170,4,7.4,1007,2023-11-25 06:00:00
Bengkulu_2023-11-25T06:00:00,Bengkulu,66,234,11.3,1010,2023-11-25 06:00:00
Kepahiang_2023-11-25T06:00:00,Kepahiang,37,232,2.7,1011,2023-11-25 06:00:00
Bantul_2023-11-25T06:00:00,Bantul,57,170,3.9,1009,2023-11-25 06:00:00
Sleman_2023-11-25T06:00:00,Sleman,58,211,3.6,1010,2023-11-25 06:00:00
Yogyakarta_2023-11-25T06:00:00,Yogyakarta,57,201,2.8,1010,2023-11-25 06:00:00
Propinsi Gorontalo_2023-11-25T06:00:00,Propinsi Gorontalo,59,154,4.8,1009,2023-11-25 06:00:00
Propinsi Gorontalo_2023-11-25T06:00:00,Propinsi Gorontalo,59,154,4.8,1009,2023-11-25 06:00:00
Jambi_2023-11-25T06:00:00,Jambi,37,137,5.4,1009,2023-11-25 06:00:00
Muara Sabak_2023-11-25T06:00:00,Muara Sabak,42,245,5.5,1009,2023-11-25 06:00:00
Sungai Penuh_2023-11-25T06:00:00,Sungai Penuh,55,228,0.7,1013,2023-11-25 06:00:00
Sarolangun_2023-11-25T06:00:00,Sarolangun,59,33,2.4,1009,2023-11-25 06:00:00
Bandung_2023-11-25T06:00:00,Bandung,84,21,2.6,1011,2023-11-25 06:00:00
Banjar_2023-11-25T06:00:00,Banjar,57,200,2.6,1012,2023-11-25 06:00:00
Ciamis_2023-11-25T06:00:00,Ciamis,56,146,2.9,1010,2023-11-25 06:00:00
Cianjur_2023-11-25T06:00:00,Cianjur,71,355,4.8,1010,2023-11-25 06:00:00
Bogor_2023-11-25T06:00:00,Bogor,66,17,8.4,1009,2023-11-25 06:00:00
Bekasi_2023-11-25T06:00:00,Bekasi,159,345,6.0,1000,2023-11-25 06:00:00
Cimahi_2023-11-25T06:00:00,Cimahi,72,1,2.7,1010,2023-11-25 06:00:00
Cirebon_2023-11-25T06:00:00,Cirebon,155,52,9.2,1008,2023-11-25 06:00:00
Garut_2023-11-25T06:00:00,Garut,56,120,4.0,1011,2023-11-25 06:00:00
Indramayu_2023-11-25T06:00:00,Indramayu,71,59,6.1,1008,2023-11-25 06:00:00
Karawang_2023-11-25T06:00:00,Karawang,89,319,5.8,1010,2023-11-25 06:00:00
Kuningan_2023-11-25T06:00:00,Kuningan,59,173,8.9,1010,2023-11-25 06:00:00
Majalengka_2023-11-25T06:00:00,Majalengka,65,106,5.5,1009,2023-11-25 06:00:00
Purwakarta_2023-11-25T06:00:00,Purwakarta,169,3,5.0,1009,2023-11-25 06:00:00
Tasikmalaya_2023-11-25T06:00:00,Tasikmalaya,56,144,2.9,1011,2023-11-25 06:00:00
Bandung_2023-11-25T06:00:00,Bandung,84,21,2.6,1011,2023-11-25 06:00:00
Subang_2023-11-25T06:00:00,Subang,58,165,6.0,1010,2023-11-25 06:00:00
Cirebon_2023-11-25T06:00:00,Cirebon,155,52,9.2,1008,2023-11-25 06:00:00
Sumedang_2023-11-25T06:00:00,Sumedang,69,189,4.8,1010,2023-11-25 06:00:00
Tasikmalaya_2023-11-25T06:00:00,Tasikmalaya,56,144,2.9,1011,2023-11-25 06:00:00
Bogor_2023-11-25T06:00:00,Bogor,66,17,8.4,1009,2023-11-25 06:00:00
Bekasi_2023-11-25T06:00:00,Bekasi,159,345,6.0,1000,2023-11-25 06:00:00
Bogor_2023-11-25T06:00:00,Bogor,66,17,8.4,1009,2023-11-25 06:00:00
Cianjur_2023-11-25T06:00:00,Cianjur,71,355,4.8,1010,2023-11-25 06:00:00
Banjarnegara_2023-11-25T06:00:00,Banjarnegara,55,180,2.0,1010,2023-11-25 06:00:00
Batang_2023-11-25T06:00:00,Batang,63,153,8.0,1008,2023-11-25 06:00:00
Blora_2023-11-25T06:00:00,Blora,74,184,4.4,1009,2023-11-25 06:00:00
Boyolali_2023-11-25T06:00:00,Boyolali,59,217,9.6,1010,2023-11-25 06:00:00
Brebes_2023-11-25T06:00:00,Brebes,60,118,12.4,1008,2023-11-25 06:00:00
Cilacap_2023-11-25T06:00:00,Cilacap,57,151,9.0,1009,2023-11-25 06:00:00
Demak_2023-11-25T06:00:00,Demak,68,119,10.8,1008,2023-11-25 06:00:00
Jepara_2023-11-25T06:00:00,Jepara,66,139,11.2,1008,2023-11-25 06:00:00
Pekalongan_2023-11-25T06:00:00,Pekalongan,64,19,5.0,1009,2023-11-25 06:00:00
Karanganyar_2023-11-25T06:00:00,Karanganyar,60,203,9.4,1009,2023-11-25 06:00:00
Kebumen_2023-11-25T06:00:00,Kebumen,58,163,5.8,1009,2023-11-25 06:00:00
Kendal_2023-11-25T06:00:00,Kendal,66,113,5.6,1009,2023-11-25 06:00:00
Kabupaten Klaten_2023-11-25T06:00:00,Kabupaten Klaten,58,207,7.0,1010,2023-11-25 06:00:00
Kudus_2023-11-25T06:00:00,Kudus,68,142,7.7,1009,2023-11-25 06:00:00
Magelang_2023-11-25T06:00:00,Magelang,55,201,2.9,1011,2023-11-25 06:00:00
Magelang_2023-11-25T06:00:00,Magelang,55,201,2.9,1011,2023-11-25 06:00:00
Pati_2023-11-25T06:00:00,Pati,67,67,3.9,1009,2023-11-25 06:00:00
Pekalongan_2023-11-25T06:00:00,Pekalongan,64,19,5.0,1009,2023-11-25 06:00:00
Pemalang_2023-11-25T06:00:00,Pemalang,61,99,8.2,1008,2023-11-25 06:00:00
Purbalingga_2023-11-25T06:00:00,Purbalingga,56,166,1.8,1010,2023-11-25 06:00:00
Banyumas_2023-11-25T06:00:00,Banyumas,56,166,2.0,1009,2023-11-25 06:00:00
Purworejo_2023-11-25T06:00:00,Purworejo,57,173,1.4,1010,2023-11-25 06:00:00
Rembang_2023-11-25T06:00:00,Rembang,66,176,8.1,1009,2023-11-25 06:00:00
Salatiga_2023-11-25T06:00:00,Salatiga,61,264,6.5,1010,2023-11-25 06:00:00
Semarang_2023-11-25T06:00:00,Semarang,90,110,7.4,1007,2023-11-25 06:00:00
Tegal_2023-11-25T06:00:00,Tegal,60,106,10.5,1008,2023-11-25 06:00:00
Sragen_2023-11-25T06:00:00,Sragen,68,234,10.9,1009,2023-11-25 06:00:00
Sukoharjo_2023-11-25T06:00:00,Sukoharjo,59,201,8.9,1009,2023-11-25 06:00:00
Surakarta_2023-11-25T06:00:00,Surakarta,63,203,12.9,1009,2023-11-25 06:00:00
Tegal_2023-11-25T06:00:00,Tegal,60,106,10.5,1008,2023-11-25 06:00:00
Temanggung_2023-11-25T06:00:00,Temanggung,57,199,6.1,1011,2023-11-25 06:00:00
Semarang_2023-11-25T06:00:00,Semarang,90,110,7.4,1007,2023-11-25 06:00:00
Wonogiri_2023-11-25T06:00:00,Wonogiri,58,192,5.7,1009,2023-11-25 06:00:00
Wonosobo_2023-11-25T06:00:00,Wonosobo,54,207,2.3,1011,2023-11-25 06:00:00
Semarang_2023-11-25T06:00:00,Semarang,90,110,7.4,1007,2023-11-25 06:00:00
Bangkalan_2023-11-25T06:00:00,Bangkalan,65,49,2.2,1008,2023-11-25 06:00:00
