id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Banda Aceh_2023-11-20T18:00:00,Banda Aceh,33,174,4.7,1009,2023-11-20 18:00:00
Langsa_2023-11-20T18:00:00,Langsa,28,22,7.7,1009,2023-11-20 18:00:00
Lhokseumawe_2023-11-20T18:00:00,Lhokseumawe,39,106,9.0,1009,2023-11-20 18:00:00
Sabang_2023-11-20T18:00:00,Sabang,41,91,22.2,1009,2023-11-20 18:00:00
Bangli_2023-11-20T18:00:00,Bangli,34,156,6.4,1011,2023-11-20 18:00:00
Denpasar_2023-11-20T18:00:00,Denpasar,61,182,13.8,1011,2023-11-20 18:00:00
Gianyar_2023-11-20T18:00:00,Gianyar,34,155,8.1,1011,2023-11-20 18:00:00
Badung_2023-11-20T18:00:00,Badung,55,184,9.6,1011,2023-11-20 18:00:00
Klungkung_2023-11-20T18:00:00,Klungkung,34,160,7.7,1011,2023-11-20 18:00:00
Kabupaten Buleleng_2023-11-20T18:00:00,Kabupaten Buleleng,33,186,6.9,1011,2023-11-20 18:00:00
Tabanan_2023-11-20T18:00:00,Tabanan,33,160,9.7,1011,2023-11-20 18:00:00
Pandeglang_2023-11-20T18:00:00,Pandeglang,88,233,5.5,1009,2023-11-20 18:00:00
Kabupaten Serang_2023-11-20T18:00:00,Kabupaten Serang,75,344,8.3,1008,2023-11-20 18:00:00
Tangerang_2023-11-20T18:00:00,Tangerang,92,5,13.0,1008,2023-11-20 18:00:00
Kabupaten Serang_2023-11-20T18:00:00,Kabupaten Serang,75,344,8.3,1008,2023-11-20 18:00:00
South Tangerang_2023-11-20T18:00:00,South Tangerang,106,10,13.0,1007,2023-11-20 18:00:00
Bengkulu_2023-11-20T18:00:00,Bengkulu,57,199,16.9,1010,2023-11-20 18:00:00
Kepahiang_2023-11-20T18:00:00,Kepahiang,41,218,4.4,1011,2023-11-20 18:00:00
Bantul_2023-11-20T18:00:00,Bantul,42,166,16.1,1010,2023-11-20 18:00:00
Sleman_2023-11-20T18:00:00,Sleman,56,178,13.4,1010,2023-11-20 18:00:00
Yogyakarta_2023-11-20T18:00:00,Yogyakarta,42,172,14.9,1010,2023-11-20 18:00:00
Propinsi Gorontalo_2023-11-20T18:00:00,Propinsi Gorontalo,64,216,3.3,1010,2023-11-20 18:00:00
Propinsi Gorontalo_2023-11-20T18:00:00,Propinsi Gorontalo,64,216,3.3,1010,2023-11-20 18:00:00
Jambi_2023-11-20T18:00:00,Jambi,62,66,1.7,1007,2023-11-20 18:00:00
Muara Sabak_2023-11-20T18:00:00,Muara Sabak,39,273,6.0,1008,2023-11-20 18:00:00
Sungai Penuh_2023-11-20T18:00:00,Sungai Penuh,46,202,3.6,1012,2023-11-20 18:00:00
Sarolangun_2023-11-20T18:00:00,Sarolangun,47,353,4.1,1007,2023-11-20 18:00:00
Bandung_2023-11-20T18:00:00,Bandung,100,352,3.7,1011,2023-11-20 18:00:00
Banjar_2023-11-20T18:00:00,Banjar,62,204,3.2,1012,2023-11-20 18:00:00
Ciamis_2023-11-20T18:00:00,Ciamis,52,144,9.9,1011,2023-11-20 18:00:00
Cianjur_2023-11-20T18:00:00,Cianjur,72,208,3.7,1010,2023-11-20 18:00:00
Bogor_2023-11-20T18:00:00,Bogor,89,4,3.7,986,2023-11-20 18:00:00
Bekasi_2023-11-20T18:00:00,Bekasi,92,1,10.9,1009,2023-11-20 18:00:00
Cimahi_2023-11-20T18:00:00,Cimahi,69,348,4.5,1011,2023-11-20 18:00:00
Cirebon_2023-11-20T18:00:00,Cirebon,119,37,7.6,1008,2023-11-20 18:00:00
Garut_2023-11-20T18:00:00,Garut,53,125,6.4,1012,2023-11-20 18:00:00
Indramayu_2023-11-20T18:00:00,Indramayu,61,63,15.4,1008,2023-11-20 18:00:00
Karawang_2023-11-20T18:00:00,Karawang,89,319,5.8,1010,2023-11-20 18:00:00
Kuningan_2023-11-20T18:00:00,Kuningan,55,176,11.5,1010,2023-11-20 18:00:00
Majalengka_2023-11-20T18:00:00,Majalengka,57,123,7.1,1009,2023-11-20 18:00:00
Purwakarta_2023-11-20T18:00:00,Purwakarta,91,7,9.4,1009,2023-11-20 18:00:00
Tasikmalaya_2023-11-20T18:00:00,Tasikmalaya,52,141,9.5,1011,2023-11-20 18:00:00
Bandung_2023-11-20T18:00:00,Bandung,100,352,3.7,1011,2023-11-20 18:00:00
Subang_2023-11-20T18:00:00,Subang,54,167,10.9,1010,2023-11-20 18:00:00
Cirebon_2023-11-20T18:00:00,Cirebon,119,37,7.6,1008,2023-11-20 18:00:00
Sumedang_2023-11-20T18:00:00,Sumedang,63,56,1.0,1010,2023-11-20 18:00:00
Tasikmalaya_2023-11-20T18:00:00,Tasikmalaya,52,141,9.5,1011,2023-11-20 18:00:00
Bogor_2023-11-20T18:00:00,Bogor,89,4,3.7,986,2023-11-20 18:00:00
Bekasi_2023-11-20T18:00:00,Bekasi,92,1,10.9,1009,2023-11-20 18:00:00
Bogor_2023-11-20T18:00:00,Bogor,89,4,3.7,986,2023-11-20 18:00:00
Cianjur_2023-11-20T18:00:00,Cianjur,72,208,3.7,1010,2023-11-20 18:00:00
Banjarnegara_2023-11-20T18:00:00,Banjarnegara,44,173,8.1,1011,2023-11-20 18:00:00
Batang_2023-11-20T18:00:00,Batang,81,10,10.9,1009,2023-11-20 18:00:00
Blora_2023-11-20T18:00:00,Blora,73,10,7.5,1008,2023-11-20 18:00:00
Boyolali_2023-11-20T18:00:00,Boyolali,41,194,17.2,1010,2023-11-20 18:00:00
Brebes_2023-11-20T18:00:00,Brebes,59,197,5.4,1008,2023-11-20 18:00:00
Cilacap_2023-11-20T18:00:00,Cilacap,43,145,15.0,1010,2023-11-20 18:00:00
Demak_2023-11-20T18:00:00,Demak,66,332,14.2,1008,2023-11-20 18:00:00
Jepara_2023-11-20T18:00:00,Jepara,79,3,9.9,1009,2023-11-20 18:00:00
Pekalongan_2023-11-20T18:00:00,Pekalongan,57,356,4.4,1009,2023-11-20 18:00:00
Karanganyar_2023-11-20T18:00:00,Karanganyar,37,204,16.5,1008,2023-11-20 18:00:00
Kebumen_2023-11-20T18:00:00,Kebumen,44,158,14.3,1010,2023-11-20 18:00:00
Kendal_2023-11-20T18:00:00,Kendal,60,346,9.0,1009,2023-11-20 18:00:00
Kabupaten Klaten_2023-11-20T18:00:00,Kabupaten Klaten,41,183,20.2,1010,2023-11-20 18:00:00
Kudus_2023-11-20T18:00:00,Kudus,68,360,6.2,1009,2023-11-20 18:00:00
Magelang_2023-11-20T18:00:00,Magelang,45,184,9.0,1011,2023-11-20 18:00:00
Magelang_2023-11-20T18:00:00,Magelang,45,184,9.0,1011,2023-11-20 18:00:00
Pati_2023-11-20T18:00:00,Pati,75,34,10.4,1009,2023-11-20 18:00:00
Pekalongan_2023-11-20T18:00:00,Pekalongan,57,356,4.4,1009,2023-11-20 18:00:00
Pemalang_2023-11-20T18:00:00,Pemalang,57,195,1.7,1008,2023-11-20 18:00:00
Purbalingga_2023-11-20T18:00:00,Purbalingga,44,162,10.1,1011,2023-11-20 18:00:00
Banyumas_2023-11-20T18:00:00,Banyumas,43,161,10.8,1010,2023-11-20 18:00:00
Purworejo_2023-11-20T18:00:00,Purworejo,44,168,10.6,1010,2023-11-20 18:00:00
Rembang_2023-11-20T18:00:00,Rembang,79,24,10.5,1008,2023-11-20 18:00:00
Salatiga_2023-11-20T18:00:00,Salatiga,47,203,2.2,1010,2023-11-20 18:00:00
Semarang_2023-11-20T18:00:00,Semarang,72,335,10.2,1009,2023-11-20 18:00:00
Tegal_2023-11-20T18:00:00,Tegal,59,202,2.9,1008,2023-11-20 18:00:00
Sragen_2023-11-20T18:00:00,Sragen,38,224,11.8,1008,2023-11-20 18:00:00
Sukoharjo_2023-11-20T18:00:00,Sukoharjo,37,191,21.7,1009,2023-11-20 18:00:00
Surakarta_2023-11-20T18:00:00,Surakarta,44,196,21.7,1009,2023-11-20 18:00:00
Tegal_2023-11-20T18:00:00,Tegal,59,202,2.9,1008,2023-11-20 18:00:00
Temanggung_2023-11-20T18:00:00,Temanggung,49,182,10.1,1011,2023-11-20 18:00:00
Semarang_2023-11-20T18:00:00,Semarang,72,335,10.2,1009,2023-11-20 18:00:00
Wonogiri_2023-11-20T18:00:00,Wonogiri,38,173,20.1,1009,2023-11-20 18:00:00
Wonosobo_2023-11-20T18:00:00,Wonosobo,46,174,6.9,1012,2023-11-20 18:00:00
Semarang_2023-11-20T18:00:00,Semarang,72,335,10.2,1009,2023-11-20 18:00:00
Bangkalan_2023-11-20T18:00:00,Bangkalan,70,36,14.7,1008,2023-11-20 18:00:00
Banyuwangi_2023-11-20T18:00:00,Banyuwangi,33,154,8.6,1011,2023-11-20 18:00:00
Batu_2023-11-20T18:00:00,Batu,54,142,4.6,1012,2023-11-20 18:00:00
Blitar_2023-11-20T18:00:00,Blitar,36,176,17.5,1010,2023-11-20 18:00:00
Bojonegoro_2023-11-20T18:00:00,Bojonegoro,69,161,9.4,1008,2023-11-20 18:00:00
Bondowoso_2023-11-20T18:00:00,Bondowoso,45,201,4.9,1011,2023-11-20 18:00:00
Gresik_2023-11-20T18:00:00,Gresik,72,48,11.7,1008,2023-11-20 18:00:00
Jember_2023-11-20T18:00:00,Jember,35,199,6.2,1011,2023-11-20 18:00:00
Jombang_2023-11-20T18:00:00,Jombang,67,197,18.3,1008,2023-11-20 18:00:00
Kediri_2023-11-20T18:00:00,Kediri,39,182,25.3,1010,2023-11-20 18:00:00
Kabupaten Malang_2023-11-20T18:00:00,Kabupaten Malang,45,202,5.3,1012,2023-11-20 18:00:00
Lamongan_2023-11-20T18:00:00,Lamongan,72,37,9.2,1008,2023-11-20 18:00:00
Kabupaten Lumajang_2023-11-20T18:00:00,Kabupaten Lumajang,36,174,11.3,1011,2023-11-20 18:00:00
Madiun_2023-11-20T18:00:00,Madiun,40,160,8.6,1008,2023-11-20 18:00:00
Madiun_2023-11-20T18:00:00,Madiun,40,160,8.6,1008,2023-11-20 18:00:00
Magetan_2023-11-20T18:00:00,Magetan,37,166,8.7,1009,2023-11-20 18:00:00
Kabupaten Malang_2023-11-20T18:00:00,Kabupaten Malang,45,202,5.3,1012,2023-11-20 18:00:00
Mojokerto_2023-11-20T18:00:00,Mojokerto,72,224,6.3,1008,2023-11-20 18:00:00
Nganjuk_2023-11-20T18:00:00,Nganjuk,53,168,20.5,1009,2023-11-20 18:00:00
Pacitan_2023-11-20T18:00:00,Pacitan,41,142,21.0,1010,2023-11-20 18:00:00
Pamekasan_2023-11-20T18:00:00,Pamekasan,64,88,16.2,1009,2023-11-20 18:00:00
Pasuruan_2023-11-20T18:00:00,Pasuruan,57,46,11.8,1009,2023-11-20 18:00:00
Ponorogo_2023-11-20T18:00:00,Ponorogo,37,147,16.0,1009,2023-11-20 18:00:00
Probolinggo_2023-11-20T18:00:00,Probolinggo,53,168,14.8,1009,2023-11-20 18:00:00
Sampang_2023-11-20T18:00:00,Sampang,63,179,17.6,1009,2023-11-20 18:00:00
Sidoarjo_2023-11-20T18:00:00,Sidoarjo,69,76,14.8,1008,2023-11-20 18:00:00
Situbondo_2023-11-20T18:00:00,Situbondo,69,199,3.3,1009,2023-11-20 18:00:00
Sumenep_2023-11-20T18:00:00,Sumenep,91,116,18.4,1009,2023-11-20 18:00:00
Surabaya_2023-11-20T18:00:00,Surabaya,54,119,14.3,1008,2023-11-20 18:00:00
Trenggalek_2023-11-20T18:00:00,Trenggalek,36,153,11.6,1011,2023-11-20 18:00:00
Tuban_2023-11-20T18:00:00,Tuban,72,18,10.7,1009,2023-11-20 18:00:00
Tulungagung_2023-11-20T18:00:00,Tulungagung,36,170,15.8,1011,2023-11-20 18:00:00
Surabaya_2023-11-20T18:00:00,Surabaya,54,119,14.3,1008,2023-11-20 18:00:00
Kediri_2023-11-20T18:00:00,Kediri,39,182,25.3,1010,2023-11-20 18:00:00
Mojokerto_2023-11-20T18:00:00,Mojokerto,72,224,6.3,1008,2023-11-20 18:00:00
Probolinggo_2023-11-20T18:00:00,Probolinggo,53,168,14.8,1009,2023-11-20 18:00:00
Blitar_2023-11-20T18:00:00,Blitar,36,176,17.5,1010,2023-11-20 18:00:00
Pasuruan_2023-11-20T18:00:00,Pasuruan,57,46,11.8,1009,2023-11-20 18:00:00
Bengkayang_2023-11-20T18:00:00,Bengkayang,28,173,2.6,1009,2023-11-20 18:00:00
Ketapang_2023-11-20T18:00:00,Ketapang,37,237,11.8,1009,2023-11-20 18:00:00
Ngabang_2023-11-20T18:00:00,Ngabang,29,223,4.4,1008,2023-11-20 18:00:00
Pontianak_2023-11-20T18:00:00,Pontianak,72,291,8.5,1009,2023-11-20 18:00:00
Pontianak_2023-11-20T18:00:00,Pontianak,72,291,8.5,1009,2023-11-20 18:00:00
Sambas_2023-11-20T18:00:00,Sambas,26,275,5.9,1009,2023-11-20 18:00:00
Sanggau_2023-11-20T18:00:00,Sanggau,28,223,4.1,1008,2023-11-20 18:00:00
Sekadau_2023-11-20T18:00:00,Sekadau,28,243,4.1,1008,2023-11-20 18:00:00
Singkawang_2023-11-20T18:00:00,Singkawang,28,236,13.2,1008,2023-11-20 18:00:00
Sintang_2023-11-20T18:00:00,Sintang,50,307,2.2,1008,2023-11-20 18:00:00
Bandjarbaru_2023-11-20T18:00:00,Bandjarbaru,56,237,4.1,1008,2023-11-20 18:00:00
Banjarmasin_2023-11-20T18:00:00,Banjarmasin,37,214,2.6,1008,2023-11-20 18:00:00
Palangka Raya_2023-11-20T18:00:00,Palangka Raya,57,229,5.2,1008,2023-11-20 18:00:00
Pulang Pisau_2023-11-20T18:00:00,Pulang Pisau,0,224,4.5,1010,2023-11-20 18:00:00
Sampit_2023-11-20T18:00:00,Sampit,36,175,8.7,1008,2023-11-20 18:00:00
Balikpapan_2023-11-20T18:00:00,Balikpapan,26,176,9.4,1008,2023-11-20 18:00:00
Bontang_2023-11-20T18:00:00,Bontang,30,210,5.4,1008,2023-11-20 18:00:00
Samarinda_2023-11-20T18:00:00,Samarinda,32,152,2.1,1008,2023-11-20 18:00:00
Balikpapan_2023-11-20T18:00:00,Balikpapan,26,176,9.4,1008,2023-11-20 18:00:00
Malinau_2023-11-20T18:00:00,Malinau,42,246,2.7,1008,2023-11-20 18:00:00
Tarakan_2023-11-20T18:00:00,Tarakan,36,117,13.2,1008,2023-11-20 18:00:00
Tanjungpinang_2023-11-20T18:00:00,Tanjungpinang,24,2,2.0,1008,2023-11-20 18:00:00
Batam_2023-11-20T18:00:00,Batam,65,20,6.9,1008,2023-11-20 18:00:00
Batam_2023-11-20T18:00:00,Batam,65,20,6.9,1008,2023-11-20 18:00:00
Tarempa_2023-11-20T18:00:00,Tarempa,5,46,11.7,1009,2023-11-20 18:00:00
Bandarlampung_2023-11-20T18:00:00,Bandarlampung,45,169,15.2,1009,2023-11-20 18:00:00
Metro_2023-11-20T18:00:00,Metro,68,161,20.1,1008,2023-11-20 18:00:00
Pringsewu_2023-11-20T18:00:00,Pringsewu,55,207,14.1,1009,2023-11-20 18:00:00
Ambon_2023-11-20T18:00:00,Ambon,51,174,12.8,1010,2023-11-20 18:00:00
Ambon_2023-11-20T18:00:00,Ambon,51,174,12.8,1010,2023-11-20 18:00:00
Bula_2023-11-20T18:00:00,Bula,35,105,12.6,1010,2023-11-20 18:00:00
Dobo_2023-11-20T18:00:00,Dobo,56,109,17.1,1010,2023-11-20 18:00:00
Namlea_2023-11-20T18:00:00,Namlea,43,85,10.4,1010,2023-11-20 18:00:00
Tual_2023-11-20T18:00:00,Tual,54,136,23.7,1010,2023-11-20 18:00:00
Ternate_2023-11-20T18:00:00,Ternate,42,219,3.0,1010,2023-11-20 18:00:00
Bima_2023-11-20T18:00:00,Bima,55,147,6.2,1010,2023-11-20 18:00:00
