id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Banda Aceh_2023-11-21T06:00:00,Banda Aceh,52,63,2.8,1010,2023-11-21 06:00:00
Langsa_2023-11-21T06:00:00,Langsa,15,355,3.3,1010,2023-11-21 06:00:00
Lhokseumawe_2023-11-21T06:00:00,Lhokseumawe,25,106,2.8,1010,2023-11-21 06:00:00
Sabang_2023-11-21T06:00:00,Sabang,39,91,9.9,1010,2023-11-21 06:00:00
Bangli_2023-11-21T06:00:00,Bangli,38,154,2.0,1012,2023-11-21 06:00:00
Denpasar_2023-11-21T06:00:00,Denpasar,61,178,5.5,1010,2023-11-21 06:00:00
Gianyar_2023-11-21T06:00:00,Gianyar,42,154,4.1,1011,2023-11-21 06:00:00
Badung_2023-11-21T06:00:00,Badung,37,180,5.6,1011,2023-11-21 06:00:00
Klungkung_2023-11-21T06:00:00,Klungkung,41,158,3.5,1011,2023-11-21 06:00:00
Kabupaten Buleleng_2023-11-21T06:00:00,Kabupaten Buleleng,25,187,6.9,1012,2023-11-21 06:00:00
Tabanan_2023-11-21T06:00:00,Tabanan,42,161,6.6,1011,2023-11-21 06:00:00
Pandeglang_2023-11-21T06:00:00,Pandeglang,86,219,3.0,1010,2023-11-21 06:00:00
Kabupaten Serang_2023-11-21T06:00:00,Kabupaten Serang,92,328,4.3,1009,2023-11-21 06:00:00
Tangerang_2023-11-21T06:00:00,Tangerang,134,358,9.3,1009,2023-11-21 06:00:00
Kabupaten Serang_2023-11-21T06:00:00,Kabupaten Serang,92,328,4.3,1009,2023-11-21 06:00:00
South Tangerang_2023-11-21T06:00:00,South Tangerang,132,359,9.3,1009,2023-11-21 06:00:00
Bengkulu_2023-11-21T06:00:00,Bengkulu,65,185,7.3,1010,2023-11-21 06:00:00
Kepahiang_2023-11-21T06:00:00,Kepahiang,31,222,1.5,1012,2023-11-21 06:00:00
Bantul_2023-11-21T06:00:00,Bantul,40,165,5.9,1011,2023-11-21 06:00:00
Sleman_2023-11-21T06:00:00,Sleman,57,180,0.8,1012,2023-11-21 06:00:00
Yogyakarta_2023-11-21T06:00:00,Yogyakarta,39,173,2.3,1011,2023-11-21 06:00:00
Propinsi Gorontalo_2023-11-21T06:00:00,Propinsi Gorontalo,67,210,3.3,1011,2023-11-21 06:00:00
Propinsi Gorontalo_2023-11-21T06:00:00,Propinsi Gorontalo,67,210,3.3,1011,2023-11-21 06:00:00
Jambi_2023-11-21T06:00:00,Jambi,77,43,2.6,1009,2023-11-21 06:00:00
Muara Sabak_2023-11-21T06:00:00,Muara Sabak,45,273,2.9,1009,2023-11-21 06:00:00
Sungai Penuh_2023-11-21T06:00:00,Sungai Penuh,39,217,3.0,1012,2023-11-21 06:00:00
Sarolangun_2023-11-21T06:00:00,Sarolangun,54,321,1.9,1009,2023-11-21 06:00:00
Bandung_2023-11-21T06:00:00,Bandung,85,354,5.4,1012,2023-11-21 06:00:00
Banjar_2023-11-21T06:00:00,Banjar,53,200,4.0,1013,2023-11-21 06:00:00
Ciamis_2023-11-21T06:00:00,Ciamis,36,150,0.8,1012,2023-11-21 06:00:00
Cianjur_2023-11-21T06:00:00,Cianjur,70,358,2.9,1012,2023-11-21 06:00:00
Bogor_2023-11-21T06:00:00,Bogor,61,177,6.0,1011,2023-11-21 06:00:00
Bekasi_2023-11-21T06:00:00,Bekasi,112,352,0.0,1005,2023-11-21 06:00:00
Cimahi_2023-11-21T06:00:00,Cimahi,67,348,5.5,1012,2023-11-21 06:00:00
Cirebon_2023-11-21T06:00:00,Cirebon,104,197,12.8,1010,2023-11-21 06:00:00
Garut_2023-11-21T06:00:00,Garut,39,126,5.4,1013,2023-11-21 06:00:00
Indramayu_2023-11-21T06:00:00,Indramayu,73,61,12.3,1009,2023-11-21 06:00:00
Karawang_2023-11-21T06:00:00,Karawang,89,319,5.8,1010,2023-11-21 06:00:00
Kuningan_2023-11-21T06:00:00,Kuningan,41,175,10.3,1012,2023-11-21 06:00:00
Majalengka_2023-11-21T06:00:00,Majalengka,51,127,7.8,1011,2023-11-21 06:00:00
Purwakarta_2023-11-21T06:00:00,Purwakarta,160,350,4.3,1010,2023-11-21 06:00:00
Tasikmalaya_2023-11-21T06:00:00,Tasikmalaya,36,145,1.8,1012,2023-11-21 06:00:00
Bandung_2023-11-21T06:00:00,Bandung,85,354,5.4,1012,2023-11-21 06:00:00
Subang_2023-11-21T06:00:00,Subang,35,171,6.5,1012,2023-11-21 06:00:00
Cirebon_2023-11-21T06:00:00,Cirebon,104,197,12.8,1010,2023-11-21 06:00:00
Sumedang_2023-11-21T06:00:00,Sumedang,59,57,6.3,1012,2023-11-21 06:00:00
Tasikmalaya_2023-11-21T06:00:00,Tasikmalaya,36,145,1.8,1012,2023-11-21 06:00:00
Bogor_2023-11-21T06:00:00,Bogor,61,177,6.0,1011,2023-11-21 06:00:00
Bekasi_2023-11-21T06:00:00,Bekasi,112,352,0.0,1005,2023-11-21 06:00:00
Bogor_2023-11-21T06:00:00,Bogor,61,177,6.0,1011,2023-11-21 06:00:00
Cianjur_2023-11-21T06:00:00,Cianjur,70,358,2.9,1012,2023-11-21 06:00:00
Banjarnegara_2023-11-21T06:00:00,Banjarnegara,36,170,3.6,1012,2023-11-21 06:00:00
Batang_2023-11-21T06:00:00,Batang,71,13,10.9,1010,2023-11-21 06:00:00
Blora_2023-11-21T06:00:00,Blora,79,9,7.1,1010,2023-11-21 06:00:00
Boyolali_2023-11-21T06:00:00,Boyolali,43,192,9.2,1012,2023-11-21 06:00:00
Brebes_2023-11-21T06:00:00,Brebes,43,200,10.4,1010,2023-11-21 06:00:00
Cilacap_2023-11-21T06:00:00,Cilacap,37,145,13.4,1011,2023-11-21 06:00:00
Demak_2023-11-21T06:00:00,Demak,70,331,8.0,1010,2023-11-21 06:00:00
Jepara_2023-11-21T06:00:00,Jepara,72,7,12.5,1010,2023-11-21 06:00:00
Pekalongan_2023-11-21T06:00:00,Pekalongan,54,356,5.7,1010,2023-11-21 06:00:00
Karanganyar_2023-11-21T06:00:00,Karanganyar,46,203,7.1,1011,2023-11-21 06:00:00
Kebumen_2023-11-21T06:00:00,Kebumen,38,158,6.1,1011,2023-11-21 06:00:00
