kota,jamCuaca,kodeCuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar
Malinau,2023-11-20 18:00:00,45,95,25.0,77.0,42,246,2.7,1008
Mamasa,2023-11-20 00:00:00,60,75,17.0,63.0,29,230,2.3,1013
Mamasa,2023-11-20 06:00:00,60,75,20.0,68.0,26,230,2.8,1014
Mamasa,2023-11-20 12:00:00,60,85,17.0,63.0,26,128,2.3,1012
Mamasa,2023-11-20 18:00:00,60,85,16.0,61.0,28,163,3.9,1013
Mamuju,2023-11-20 00:00:00,60,70,27.0,81.0,11,268,6.4,1010
Mamuju,2023-11-20 06:00:00,60,70,30.0,86.0,11,268,4.2,1011
Mamuju,2023-11-20 12:00:00,63,95,25.0,77.0,11,268,4.6,1010
Mamuju,2023-11-20 18:00:00,60,85,25.0,77.0,11,268,1.8,1009
Manado,2023-11-20 00:00:00,1,75,28.0,82.0,33,173,3.7,1010
Manado,2023-11-20 06:00:00,60,60,32.0,90.0,29,173,3.7,1011
Manado,2023-11-20 12:00:00,60,95,25.0,77.0,28,329,13.0,1008
Manado,2023-11-20 18:00:00,3,95,23.0,73.0,30,161,1.8,1009
Manokwari,2023-11-20 00:00:00,3,80,28.0,82.0,57,33,7.7,1010
Manokwari,2023-11-20 06:00:00,60,65,32.0,90.0,57,33,13.5,1012
Manokwari,2023-11-20 12:00:00,3,95,26.0,79.0,57,33,18.4,1009
Manokwari,2023-11-20 18:00:00,3,95,24.0,75.0,57,33,6.5,1010
Maros,2023-11-20 00:00:00,1,80,27.0,81.0,83,263,1.8,1010
Maros,2023-11-20 06:00:00,60,70,34.0,93.0,77,263,5.5,1010
Maros,2023-11-20 12:00:00,3,80,29.0,84.0,75,271,5.5,1009
Maros,2023-11-20 18:00:00,3,90,25.0,77.0,85,272,4.1,1008
Mataram,2023-11-20 00:00:00,3,75,28.0,82.0,55,190,14.8,1011
Mataram,2023-11-20 06:00:00,60,60,32.0,90.0,51,190,14.9,1012
Mataram,2023-11-20 12:00:00,3,80,28.0,82.0,47,190,19.2,1011
Mataram,2023-11-20 18:00:00,3,95,26.0,79.0,45,190,18.6,1010
Medan,2023-11-20 00:00:00,1,95,26.0,79.0,67,258,0.0,1011
Medan,2023-11-20 06:00:00,60,70,32.0,90.0,97,258,8.1,1009
Medan,2023-11-20 12:00:00,3,85,27.0,81.0,63,334,9.6,1011
Medan,2023-11-20 18:00:00,3,95,23.0,73.0,63,346,10.3,1009
Metro,2023-11-20 00:00:00,1,85,27.0,81.0,69,153,9.7,1012
Metro,2023-11-20 06:00:00,1,50,34.0,93.0,63,153,8.6,1011
Metro,2023-11-20 12:00:00,1,75,27.0,81.0,71,158,11.7,1010
Metro,2023-11-20 18:00:00,0,85,25.0,77.0,68,161,20.1,1008
Mojokerto,2023-11-20 00:00:00,0,80,25.0,77.0,74,109,6.2,1011
Mojokerto,2023-11-20 06:00:00,0,45,34.0,93.0,66,109,5.4,1011
Mojokerto,2023-11-20 12:00:00,0,80,31.0,88.0,72,224,7.6,1009
Mojokerto,2023-11-20 18:00:00,1,90,25.0,77.0,72,224,6.3,1008
Nabire,2023-11-20 00:00:00,3,70,27.0,81.0,43,293,4.9,1010
Nabire,2023-11-20 06:00:00,1,70,31.0,88.0,33,293,2.5,1012
Nabire,2023-11-20 12:00:00,3,85,26.0,79.0,26,318,8.9,1009
Nabire,2023-11-20 18:00:00,1,95,23.0,73.0,32,313,1.7,1010
Ngabang,2023-11-20 00:00:00,1,95,25.0,77.0,36,224,2.5,1011
Ngabang,2023-11-20 06:00:00,3,60,33.0,91.0,33,224,1.3,1010
Ngabang,2023-11-20 12:00:00,3,95,25.0,77.0,28,220,5.7,1010
Ngabang,2023-11-20 18:00:00,3,100,23.0,73.0,29,223,4.4,1008
Nganjuk,2023-11-20 00:00:00,0,80,27.0,81.0,45,162,14.5,1012
Nganjuk,2023-11-20 06:00:00,0,45,34.0,93.0,40,162,13.6,1011
Nganjuk,2023-11-20 12:00:00,0,80,28.0,82.0,38,168,13.0,1010
Nganjuk,2023-11-20 18:00:00,3,90,25.0,77.0,53,168,20.5,1009
Pacitan,2023-11-20 00:00:00,1,85,25.0,77.0,53,168,9.8,1012
Pacitan,2023-11-20 06:00:00,1,65,32.0,90.0,49,168,10.5,1012
Pacitan,2023-11-20 12:00:00,1,80,27.0,81.0,39,141,22.2,1011
Pacitan,2023-11-20 18:00:00,3,95,24.0,75.0,41,142,21.0,1010
Padang,2023-11-20 00:00:00,1,90,25.0,77.0,91,244,6.2,1013
Padang,2023-11-20 06:00:00,3,90,31.0,88.0,88,244,5.4,1011
Padang,2023-11-20 12:00:00,1,95,25.0,77.0,87,244,8.9,1012
Padang,2023-11-20 18:00:00,1,95,24.0,75.0,85,244,11.5,1010
Pagar Alam,2023-11-20 00:00:00,1,85,24.0,75.0,40,15,3.0,1015
Pagar Alam,2023-11-20 06:00:00,60,65,32.0,90.0,42,15,3.1,1013
Pagar Alam,2023-11-20 12:00:00,1,75,28.0,82.0,48,13,4.7,1012
Pagar Alam,2023-11-20 18:00:00,45,95,23.0,73.0,46,16,3.7,1011
Palembang,2023-11-20 00:00:00,60,80,25.0,77.0,90,37,3.7,1010
Palembang,2023-11-20 06:00:00,1,60,33.0,91.0,123,37,3.7,1010
Palembang,2023-11-20 12:00:00,1,70,29.0,84.0,86,37,5.5,1011
Palembang,2023-11-20 18:00:00,1,90,24.0,75.0,85,37,5.1,1008
Palopo,2023-11-20 00:00:00,1,85,27.0,81.0,28,117,4.9,1011
Palopo,2023-11-20 06:00:00,60,70,34.0,93.0,27,117,3.1,1012
Palopo,2023-11-20 12:00:00,3,80,29.0,84.0,26,108,10.6,1010
Palopo,2023-11-20 18:00:00,3,90,25.0,77.0,26,107,3.4,1010
Pamekasan,2023-11-20 00:00:00,0,80,29.0,84.0,85,216,5.3,1010
Pamekasan,2023-11-20 06:00:00,0,45,34.0,93.0,69,216,12.4,1011
Pamekasan,2023-11-20 12:00:00,1,75,29.0,84.0,62,85,5.8,1010
Pamekasan,2023-11-20 18:00:00,1,85,25.0,77.0,64,88,16.2,1009
Pandeglang,2023-11-20 00:00:00,1,85,26.0,79.0,108,217,5.0,1012
Pandeglang,2023-11-20 06:00:00,3,60,33.0,91.0,84,217,4.0,1011
Pandeglang,2023-11-20 12:00:00,3,75,28.0,82.0,105,312,3.6,1011
Pandeglang,2023-11-20 18:00:00,3,95,25.0,77.0,88,233,5.5,1009
Pariaman,2023-11-20 00:00:00,1,95,25.0,77.0,43,190,5.8,1012
Pariaman,2023-11-20 06:00:00,1,85,31.0,88.0,43,190,5.8,1011
Pariaman,2023-11-20 12:00:00,3,90,26.0,79.0,40,177,10.4,1012
Pariaman,2023-11-20 18:00:00,3,90,25.0,77.0,38,182,12.0,1010
Pasuruan,2023-11-20 00:00:00,0,85,29.0,84.0,63,42,8.5,1011
Pasuruan,2023-11-20 06:00:00,0,55,34.0,93.0,59,42,5.4,1011
Pasuruan,2023-11-20 12:00:00,1,85,28.0,82.0,56,48,11.2,1010
Pasuruan,2023-11-20 18:00:00,1,95,24.0,75.0,57,46,11.8,1009
Pati,2023-11-20 00:00:00,1,80,27.0,81.0,85,42,12.0,1011
Pati,2023-11-20 06:00:00,3,55,33.0,91.0,73,42,6.4,1011
Pati,2023-11-20 12:00:00,60,75,28.0,82.0,66,34,7.5,1010
Pati,2023-11-20 18:00:00,3,85,26.0,79.0,75,34,10.4,1009
Payakumbuh,2023-11-20 00:00:00,3,100,21.0,70.0,41,44,1.1,1014
Payakumbuh,2023-11-20 06:00:00,1,70,30.0,86.0,41,44,1.1,1012
Payakumbuh,2023-11-20 12:00:00,3,95,22.0,72.0,38,57,4.6,1012
Payakumbuh,2023-11-20 18:00:00,3,100,22.0,72.0,41,256,3.0,1010
Pekalongan,2023-11-20 00:00:00,3,80,27.0,81.0,65,356,4.8,1011
Pekalongan,2023-11-20 06:00:00,3,60,33.0,91.0,57,356,8.0,1011
Pekalongan,2023-11-20 12:00:00,3,75,28.0,82.0,58,357,8.9,1011
Pekalongan,2023-11-20 18:00:00,3,85,25.0,77.0,57,356,4.4,1009
Pekanbaru,2023-11-20 00:00:00,3,100,24.0,75.0,49,41,0.0,1010
Pekanbaru,2023-11-20 06:00:00,3,75,30.0,86.0,56,41,1.8,1008
Pekanbaru,2023-11-20 12:00:00,1,90,26.0,79.0,29,41,5.5,1009
Pekanbaru,2023-11-20 18:00:00,60,100,24.0,75.0,50,41,4.3,1008
Pemalang,2023-11-20 00:00:00,3,75,27.0,81.0,62,186,11.2,1011
Pemalang,2023-11-20 06:00:00,3,55,33.0,91.0,56,186,10.3,1011
Pemalang,2023-11-20 12:00:00,3,80,28.0,82.0,58,195,6.8,1010
Pemalang,2023-11-20 18:00:00,3,85,24.0,75.0,57,195,1.7,1008
Pinrang,2023-11-20 00:00:00,1,85,26.0,79.0,36,237,3.8,1010
Pinrang,2023-11-20 06:00:00,60,70,33.0,91.0,34,237,8.2,1011
Pinrang,2023-11-20 12:00:00,3,80,28.0,82.0,37,118,10.5,1008
Pinrang,2023-11-20 18:00:00,3,90,24.0,75.0,39,118,3.6,1009
Ponorogo,2023-11-20 00:00:00,1,85,27.0,81.0,47,169,8.5,1012
Ponorogo,2023-11-20 06:00:00,0,50,34.0,93.0,42,169,8.7,1012
Ponorogo,2023-11-20 12:00:00,0,85,28.0,82.0,36,152,14.7,1010
Ponorogo,2023-11-20 18:00:00,1,95,25.0,77.0,37,147,16.0,1009
Pontianak,2023-11-20 00:00:00,1,90,26.0,79.0,57,291,0.0,1011
Pontianak,2023-11-20 06:00:00,1,60,33.0,91.0,53,291,0.0,1009
Pontianak,2023-11-20 12:00:00,4,80,27.0,81.0,25,291,9.3,1010
Pontianak,2023-11-20 18:00:00,1,100,23.0,73.0,72,291,8.5,1009
Prabumulih,2023-11-20 00:00:00,1,80,25.0,77.0,65,16,1.4,1011
Prabumulih,2023-11-20 06:00:00,1,60,33.0,91.0,67,16,3.1,1010
Prabumulih,2023-11-20 12:00:00,3,70,29.0,84.0,65,122,0.9,1011
Prabumulih,2023-11-20 18:00:00,1,90,24.0,75.0,54,3,5.3,1007
Pringsewu,2023-11-20 00:00:00,1,85,24.0,75.0,66,214,9.4,1012
Pringsewu,2023-11-20 06:00:00,1,55,30.0,86.0,60,214,6.5,1011
Pringsewu,2023-11-20 12:00:00,3,85,24.0,75.0,64,204,11.1,1011
Pringsewu,2023-11-20 18:00:00,1,90,23.0,73.0,55,207,14.1,1009
Probolinggo,2023-11-20 00:00:00,0,85,27.0,81.0,58,172,16.5,1011
Probolinggo,2023-11-20 06:00:00,0,55,33.0,91.0,45,172,14.3,1011
Probolinggo,2023-11-20 12:00:00,1,80,27.0,81.0,43,170,12.0,1010
Probolinggo,2023-11-20 18:00:00,0,90,24.0,75.0,53,168,14.8,1009
Pulang Pisau,2023-11-20 00:00:00,3,85,26.0,79.0,0,224,4.5,1010
Pulang Pisau,2023-11-20 06:00:00,3,60,33.0,91.0,0,224,4.5,1010
Pulang Pisau,2023-11-20 12:00:00,60,90,26.0,79.0,0,224,4.5,1010
Pulang Pisau,2023-11-20 18:00:00,3,95,24.0,75.0,0,224,4.5,1010
Purbalingga,2023-11-20 00:00:00,3,85,26.0,79.0,61,172,1.5,1013
Purbalingga,2023-11-20 06:00:00,3,65,30.0,86.0,56,172,2.1,1013
Purbalingga,2023-11-20 12:00:00,4,80,27.0,81.0,52,161,10.4,1012
Purbalingga,2023-11-20 18:00:00,3,90,22.0,72.0,44,162,10.1,1011
Purwakarta,2023-11-20 00:00:00,1,80,25.0,77.0,164,7,3.9,1012
Purwakarta,2023-11-20 06:00:00,60,55,31.0,88.0,171,7,4.8,1011
Purwakarta,2023-11-20 12:00:00,60,80,25.0,77.0,91,7,6.0,1010
Purwakarta,2023-11-20 18:00:00,1,90,23.0,73.0,91,7,9.4,1009
Purworejo,2023-11-20 00:00:00,3,80,27.0,81.0,55,172,3.1,1013
Purworejo,2023-11-20 06:00:00,3,60,33.0,91.0,54,172,3.5,1012
Purworejo,2023-11-20 12:00:00,3,75,28.0,82.0,50,164,11.2,1012
Purworejo,2023-11-20 18:00:00,3,85,23.0,73.0,44,168,10.6,1010
Rembang,2023-11-20 00:00:00,1,80,28.0,82.0,86,28,7.3,1011
Rembang,2023-11-20 06:00:00,3,55,33.0,91.0,79,28,11.0,1011
Rembang,2023-11-20 12:00:00,3,75,28.0,82.0,70,21,6.8,1010
Rembang,2023-11-20 18:00:00,3,85,26.0,79.0,79,24,10.5,1008
Sabang,2023-11-20 00:00:00,60,90,26.0,79.0,29,98,22.5,1012
Sabang,2023-11-20 06:00:00,1,65,31.0,88.0,37,98,32.7,1010
Sabang,2023-11-20 12:00:00,1,90,27.0,81.0,37,91,27.5,1012
Sabang,2023-11-20 18:00:00,60,95,25.0,77.0,41,91,22.2,1009
Salatiga,2023-11-20 00:00:00,3,80,27.0,81.0,54,225,6.1,1013
Salatiga,2023-11-20 06:00:00,3,60,33.0,91.0,56,225,7.8,1013
Salatiga,2023-11-20 12:00:00,3,75,28.0,82.0,46,208,7.2,1011
Salatiga,2023-11-20 18:00:00,3,85,25.0,77.0,47,203,2.2,1010
Samarinda,2023-11-20 00:00:00,60,95,26.0,79.0,64,152,3.0,1010
Samarinda,2023-11-20 06:00:00,60,95,26.0,79.0,33,152,2.1,1010
Samarinda,2023-11-20 12:00:00,60,95,25.0,77.0,60,152,5.5,1010
Samarinda,2023-11-20 18:00:00,60,100,25.0,77.0,32,152,2.1,1008
Sambas,2023-11-20 00:00:00,1,100,25.0,77.0,21,240,3.7,1011
Sambas,2023-11-20 06:00:00,60,65,32.0,90.0,18,240,3.9,1010
Sambas,2023-11-20 12:00:00,1,90,26.0,79.0,23,264,7.2,1010
Sambas,2023-11-20 18:00:00,1,100,24.0,75.0,26,275,5.9,1009
Sampang,2023-11-20 00:00:00,0,80,30.0,86.0,74,181,12.2,1010
Sampang,2023-11-20 06:00:00,0,55,34.0,93.0,70,181,17.6,1011
Sampang,2023-11-20 12:00:00,0,75,30.0,86.0,69,179,8.7,1010
Sampang,2023-11-20 18:00:00,3,85,26.0,79.0,63,179,17.6,1009
Sanggau,2023-11-20 00:00:00,1,90,26.0,79.0,35,221,3.8,1011
Sanggau,2023-11-20 06:00:00,60,60,33.0,91.0,32,221,1.4,1011
Sanggau,2023-11-20 12:00:00,3,95,25.0,77.0,28,222,5.8,1010
Sanggau,2023-11-20 18:00:00,3,100,23.0,73.0,28,223,4.1,1008
Sarmi,2023-11-20 00:00:00,3,70,27.0,81.0,29,82,18.6,1009
Sarmi,2023-11-20 06:00:00,1,70,31.0,88.0,28,82,20.4,1012
Sarmi,2023-11-20 12:00:00,3,85,26.0,79.0,26,83,22.3,1009
Sarmi,2023-11-20 18:00:00,1,95,23.0,73.0,32,96,18.3,1010
Sarolangun,2023-11-20 00:00:00,3,100,24.0,75.0,57,331,3.9,1012
Sarolangun,2023-11-20 06:00:00,60,70,32.0,90.0,53,331,3.6,1010
Sarolangun,2023-11-20 12:00:00,60,90,26.0,79.0,50,10,5.9,1011
Sarolangun,2023-11-20 18:00:00,60,100,24.0,75.0,47,353,4.1,1007
Sekadau,2023-11-20 00:00:00,3,95,25.0,77.0,35,244,3.7,1011
Sekadau,2023-11-20 06:00:00,1,60,33.0,91.0,32,244,1.2,1011
Sekadau,2023-11-20 12:00:00,60,90,26.0,79.0,28,259,4.0,1010
Sekadau,2023-11-20 18:00:00,45,100,23.0,73.0,28,243,4.1,1008
Semarang,2023-11-20 00:00:00,1,80,27.0,81.0,78,337,3.7,1010
Semarang,2023-11-20 06:00:00,3,60,33.0,91.0,65,337,3.7,1010
Semarang,2023-11-20 12:00:00,60,75,28.0,82.0,76,337,7.4,1009
Semarang,2023-11-20 18:00:00,3,85,26.0,79.0,72,335,10.2,1009
Sibolga,2023-11-20 00:00:00,1,95,24.0,75.0,25,228,2.6,1012
Sibolga,2023-11-20 06:00:00,61,70,30.0,86.0,27,228,3.6,1011
Sibolga,2023-11-20 12:00:00,3,85,24.0,75.0,25,222,4.6,1012
Sibolga,2023-11-20 18:00:00,3,95,24.0,75.0,27,225,3.1,1010
Sidoarjo,2023-11-20 00:00:00,0,80,29.0,84.0,72,65,7.4,1010
Sidoarjo,2023-11-20 06:00:00,0,45,35.0,95.0,71,65,3.7,1010
Sidoarjo,2023-11-20 12:00:00,0,80,31.0,88.0,74,76,9.3,1010
Sidoarjo,2023-11-20 18:00:00,1,90,26.0,79.0,69,76,14.8,1008
Sigi Biromaru,2023-11-20 00:00:00,1,90,25.0,77.0,26,317,3.5,1012
Sigi Biromaru,2023-11-20 06:00:00,95,65,33.0,91.0,25,317,1.8,1012
Sigi Biromaru,2023-11-20 12:00:00,60,95,23.0,73.0,24,122,2.9,1011
Sigi Biromaru,2023-11-20 18:00:00,60,95,21.0,70.0,24,318,2.5,1011
Sijunjung,2023-11-20 00:00:00,3,100,23.0,73.0,46,59,2.5,1013
Sijunjung,2023-11-20 06:00:00,1,70,30.0,86.0,44,59,2.3,1012
Sijunjung,2023-11-20 12:00:00,60,100,24.0,75.0,38,49,2.3,1012
Sijunjung,2023-11-20 18:00:00,3,100,23.0,73.0,45,224,1.2,1009
Singkawang,2023-11-20 00:00:00,1,100,25.0,77.0,18,250,5.6,1011
Singkawang,2023-11-20 06:00:00,3,60,33.0,91.0,17,250,6.4,1010
Singkawang,2023-11-20 12:00:00,4,85,26.0,79.0,25,234,11.6,1010
Singkawang,2023-11-20 18:00:00,60,100,23.0,73.0,28,236,13.2,1008
Sinjai,2023-11-20 00:00:00,1,80,27.0,81.0,55,108,6.3,1010
Sinjai,2023-11-20 06:00:00,3,65,34.0,93.0,53,108,5.0,1011
Sinjai,2023-11-20 12:00:00,3,75,29.0,84.0,51,113,14.9,1010
Sinjai,2023-11-20 18:00:00,3,85,25.0,77.0,47,119,11.4,1010
Sintang,2023-11-20 00:00:00,3,100,25.0,77.0,31,129,1.0,1011
Sintang,2023-11-20 06:00:00,1,60,33.0,91.0,32,129,2.1,1011
Sintang,2023-11-20 12:00:00,63,90,26.0,79.0,36,137,2.1,1010
Sintang,2023-11-20 18:00:00,60,100,23.0,73.0,50,307,2.2,1008
Situbondo,2023-11-20 00:00:00,0,80,28.0,82.0,55,7,14.1,1011
Situbondo,2023-11-20 06:00:00,0,55,33.0,91.0,31,7,11.3,1011
Situbondo,2023-11-20 12:00:00,1,75,28.0,82.0,36,18,12.6,1009
Situbondo,2023-11-20 18:00:00,0,85,24.0,75.0,69,199,3.3,1009
Sleman,2023-11-20 00:00:00,3,90,24.0,75.0,61,192,3.9,1013
Sleman,2023-11-20 06:00:00,60,65,31.0,88.0,52,192,3.6,1013
Sleman,2023-11-20 12:00:00,3,90,24.0,75.0,65,176,10.4,1012
Sleman,2023-11-20 18:00:00,3,95,23.0,73.0,56,178,13.4,1010
Solok,2023-11-20 00:00:00,1,95,21.0,70.0,46,36,2.1,1014
Solok,2023-11-20 06:00:00,1,75,28.0,82.0,46,36,1.3,1012
Solok,2023-11-20 12:00:00,3,95,23.0,73.0,39,229,2.3,1013
Solok,2023-11-20 18:00:00,3,90,21.0,70.0,44,253,3.5,1010
Sorong,2023-11-20 00:00:00,3,80,28.0,82.0,46,39,6.1,1009
Sorong,2023-11-20 06:00:00,60,65,32.0,90.0,61,39,7.1,1011
Sorong,2023-11-20 12:00:00,3,95,26.0,79.0,55,144,7.5,1009
Sorong,2023-11-20 18:00:00,3,95,24.0,75.0,54,144,3.4,1010
Sragen,2023-11-20 00:00:00,3,80,27.0,81.0,52,209,14.9,1012
Sragen,2023-11-20 06:00:00,3,60,33.0,91.0,56,209,12.9,1011
Sragen,2023-11-20 12:00:00,3,75,28.0,82.0,40,230,5.5,1010
Sragen,2023-11-20 18:00:00,3,85,25.0,77.0,38,224,11.8,1008
Subang,2023-11-20 00:00:00,1,80,25.0,77.0,59,157,7.5,1013
Subang,2023-11-20 06:00:00,60,55,35.0,95.0,56,157,7.3,1013
Subang,2023-11-20 12:00:00,60,80,25.0,77.0,54,171,11.1,1012
Subang,2023-11-20 18:00:00,1,90,23.0,73.0,54,167,10.9,1010
Sukoharjo,2023-11-20 00:00:00,3,80,27.0,81.0,52,198,12.0,1012
Sukoharjo,2023-11-20 06:00:00,3,60,33.0,91.0,54,198,11.2,1012
Sukoharjo,2023-11-20 12:00:00,3,75,28.0,82.0,36,192,12.7,1010
Sukoharjo,2023-11-20 18:00:00,3,85,24.0,75.0,37,191,21.7,1009
Sumedang,2023-11-20 00:00:00,1,80,25.0,77.0,83,61,5.5,1013
Sumedang,2023-11-20 06:00:00,60,55,31.0,88.0,68,61,6.4,1013
Sumedang,2023-11-20 12:00:00,1,80,25.0,77.0,60,56,6.9,1011
Sumedang,2023-11-20 18:00:00,3,90,23.0,73.0,63,56,1.0,1010
Sumenep,2023-11-20 00:00:00,0,85,30.0,86.0,90,67,10.0,1010
Sumenep,2023-11-20 06:00:00,0,55,34.0,93.0,63,67,8.6,1011
Sumenep,2023-11-20 12:00:00,0,80,29.0,84.0,58,117,8.7,1010
Sumenep,2023-11-20 18:00:00,1,90,26.0,79.0,91,116,18.4,1009
Sungai Penuh,2023-11-20 00:00:00,3,100,19.0,66.0,53,46,2.0,1015
Sungai Penuh,2023-11-20 06:00:00,95,80,28.0,82.0,48,46,3.9,1013
Sungai Penuh,2023-11-20 12:00:00,3,100,19.0,66.0,43,221,3.3,1013
Sungai Penuh,2023-11-20 18:00:00,45,95,18.0,64.0,46,202,3.6,1012
Surabaya,2023-11-20 00:00:00,0,80,29.0,84.0,64,119,7.4,1010
Surabaya,2023-11-20 06:00:00,0,45,35.0,95.0,111,119,3.7,1010
Surabaya,2023-11-20 12:00:00,0,75,30.0,86.0,77,119,9.3,1010
Surabaya,2023-11-20 18:00:00,1,85,26.0,79.0,54,119,14.3,1008
Surakarta,2023-11-20 00:00:00,3,80,27.0,81.0,47,196,15.6,1012
Surakarta,2023-11-20 06:00:00,3,60,33.0,91.0,45,196,15.4,1012
Surakarta,2023-11-20 12:00:00,3,75,28.0,82.0,43,196,11.7,1010
Surakarta,2023-11-20 18:00:00,3,85,25.0,77.0,44,196,21.7,1009
Tabanan,2023-11-20 00:00:00,3,85,28.0,82.0,41,180,5.0,1012
Tabanan,2023-11-20 06:00:00,3,65,32.0,90.0,37,180,6.2,1012
Tabanan,2023-11-20 12:00:00,1,80,28.0,82.0,33,158,16.5,1011
Tabanan,2023-11-20 18:00:00,1,80,26.0,79.0,33,160,9.7,1011
Takalar,2023-11-20 00:00:00,1,80,27.0,81.0,57,183,9.6,1009
Takalar,2023-11-20 06:00:00,60,70,34.0,93.0,59,183,11.3,1010
Takalar,2023-11-20 12:00:00,3,80,29.0,84.0,58,149,15.9,1009
Takalar,2023-11-20 18:00:00,3,90,25.0,77.0,56,148,23.3,1008
Tangerang,2023-11-20 00:00:00,1,80,27.0,81.0,157,5,14.8,1010
Tangerang,2023-11-20 06:00:00,3,60,33.0,91.0,143,5,3.7,1010
Tangerang,2023-11-20 12:00:00,3,80,27.0,81.0,145,5,3.7,1009
Tangerang,2023-11-20 18:00:00,60,95,24.0,75.0,92,5,13.0,1008
Tarakan,2023-11-20 00:00:00,1,85,27.0,81.0,32,220,1.7,1010
Tarakan,2023-11-20 06:00:00,1,75,33.0,91.0,31,220,9.3,1009
Tarakan,2023-11-20 12:00:00,1,95,25.0,77.0,35,100,3.6,1009
Tarakan,2023-11-20 18:00:00,3,90,24.0,75.0,36,117,13.2,1008
Tasikmalaya,2023-11-20 00:00:00,1,85,25.0,77.0,59,153,2.1,1014
Tasikmalaya,2023-11-20 06:00:00,60,55,32.0,90.0,55,153,2.2,1013
Tasikmalaya,2023-11-20 12:00:00,60,80,25.0,77.0,52,142,9.5,1012
Tasikmalaya,2023-11-20 18:00:00,60,90,22.0,72.0,52,141,9.5,1011
Tegal,2023-11-20 00:00:00,3,80,27.0,81.0,59,204,12.5,1011
Tegal,2023-11-20 06:00:00,3,55,33.0,91.0,56,204,12.0,1011
Tegal,2023-11-20 12:00:00,3,80,27.0,81.0,57,202,4.9,1010
Tegal,2023-11-20 18:00:00,3,85,24.0,75.0,59,202,2.9,1008
Temanggung,2023-11-20 00:00:00,3,85,26.0,79.0,57,178,7.2,1014
Temanggung,2023-11-20 06:00:00,3,60,31.0,88.0,56,178,7.6,1013
Temanggung,2023-11-20 12:00:00,3,80,27.0,81.0,49,181,9.5,1012
Temanggung,2023-11-20 18:00:00,3,85,24.0,75.0,49,182,10.1,1011
Ternate,2023-11-20 00:00:00,3,75,28.0,82.0,39,215,5.5,1009
Ternate,2023-11-20 06:00:00,3,65,32.0,90.0,40,215,6.3,1011
Ternate,2023-11-20 12:00:00,1,80,27.0,81.0,40,219,7.8,1009
Ternate,2023-11-20 18:00:00,1,95,25.0,77.0,42,219,3.0,1010
Tomohon,2023-11-20 00:00:00,3,75,28.0,82.0,31,157,3.4,1010
Tomohon,2023-11-20 06:00:00,60,70,29.0,84.0,27,157,4.9,1012
Tomohon,2023-11-20 12:00:00,60,95,25.0,77.0,28,147,5.4,1009
Tomohon,2023-11-20 18:00:00,3,95,19.0,66.0,31,145,3.7,1011
Trenggalek,2023-11-20 00:00:00,1,80,23.0,73.0,51,162,4.3,1013
Trenggalek,2023-11-20 06:00:00,1,60,32.0,90.0,40,162,4.0,1013
Trenggalek,2023-11-20 12:00:00,1,80,24.0,75.0,37,151,14.5,1012
Trenggalek,2023-11-20 18:00:00,3,90,22.0,72.0,36,153,11.6,1011
Tuban,2023-11-20 00:00:00,0,80,28.0,82.0,76,22,14.7,1011
Tuban,2023-11-20 06:00:00,0,55,32.0,90.0,71,22,12.5,1011
Tuban,2023-11-20 12:00:00,1,80,29.0,84.0,71,14,9.5,1010
Tuban,2023-11-20 18:00:00,3,90,25.0,77.0,72,18,10.7,1009
Tulungagung,2023-11-20 00:00:00,1,80,26.0,79.0,51,176,5.5,1012
Tulungagung,2023-11-20 06:00:00,1,60,31.0,88.0,40,176,5.8,1012
Tulungagung,2023-11-20 12:00:00,1,80,26.0,79.0,35,170,19.7,1011
Tulungagung,2023-11-20 18:00:00,3,90,23.0,73.0,36,170,15.8,1011
Wonogiri,2023-11-20 00:00:00,3,80,27.0,81.0,53,192,7.4,1012
Wonogiri,2023-11-20 06:00:00,3,60,33.0,91.0,52,192,6.6,1012
Wonogiri,2023-11-20 12:00:00,3,75,28.0,82.0,35,172,14.6,1010
Wonogiri,2023-11-20 18:00:00,3,85,25.0,77.0,38,173,20.1,1009
Wonosobo,2023-11-20 00:00:00,3,85,26.0,79.0,62,176,3.5,1014
Wonosobo,2023-11-20 06:00:00,3,65,30.0,86.0,56,176,3.2,1014
Wonosobo,2023-11-20 12:00:00,3,80,27.0,81.0,49,174,7.3,1013
Wonosobo,2023-11-20 18:00:00,3,90,23.0,73.0,46,174,6.9,1012
Yogyakarta,2023-11-20 00:00:00,3,75,26.0,79.0,54,186,2.3,1013
Yogyakarta,2023-11-20 06:00:00,3,50,33.0,91.0,54,186,2.4,1012
Yogyakarta,2023-11-20 12:00:00,3,75,28.0,82.0,44,169,12.0,1011
Yogyakarta,2023-11-20 18:00:00,3,95,26.0,79.0,42,172,14.9,1010
Ambon,2023-11-21 00:00:00,3,80,26.0,79.0,45,147,5.8,1011
Ambon,2023-11-21 06:00:00,1,70,32.0,90.0,43,147,13.0,1010
Ambon,2023-11-21 12:00:00,4,90,27.0,81.0,44,147,9.3,1010
Ambon,2023-11-21 18:00:00,1,95,23.0,73.0,45,147,5.5,1008
Badung,2023-11-21 00:00:00,1,75,25.0,77.0,63,180,5.4,1011
Badung,2023-11-21 06:00:00,3,60,32.0,90.0,37,180,5.6,1011
