id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Agats_2023-11-27T00:00:00,Agats,53,108,5.8,1008,2023-11-27
Agats_2023-11-27T06:00:00,Agats,35,108,9.1,1011,2023-11-27 06:00:00
Agats_2023-11-27T12:00:00,Agats,54,233,7.0,1009,2023-11-27 12:00:00
Agats_2023-11-27T18:00:00,Agats,54,233,8.4,1008,2023-11-27 18:00:00
Ambon_2023-11-27T00:00:00,Ambon,29,138,5.5,1009,2023-11-27
Ambon_2023-11-27T06:00:00,Ambon,29,138,9.3,1008,2023-11-27 06:00:00
Ambon_2023-11-27T12:00:00,Ambon,30,138,11.1,1007,2023-11-27 12:00:00
Ambon_2023-11-27T18:00:00,Ambon,29,138,5.5,1006,2023-11-27 18:00:00
Badung_2023-11-27T00:00:00,Badung,132,171,3.5,1010,2023-11-27
Badung_2023-11-27T06:00:00,Badung,71,171,2.8,1010,2023-11-27 06:00:00
Badung_2023-11-27T12:00:00,Badung,65,171,3.0,1009,2023-11-27 12:00:00
Badung_2023-11-27T18:00:00,Badung,59,171,3.6,1009,2023-11-27 18:00:00
Balikpapan_2023-11-27T00:00:00,Balikpapan,37,189,5.5,1010,2023-11-27
Balikpapan_2023-11-27T06:00:00,Balikpapan,30,189,3.7,1008,2023-11-27 06:00:00
Balikpapan_2023-11-27T12:00:00,Balikpapan,38,291,5.5,1008,2023-11-27 12:00:00
Balikpapan_2023-11-27T18:00:00,Balikpapan,38,291,11.1,1006,2023-11-27 18:00:00
Banda Aceh_2023-11-27T00:00:00,Banda Aceh,27,76,5.1,1012,2023-11-27
Banda Aceh_2023-11-27T06:00:00,Banda Aceh,40,76,7.8,1009,2023-11-27 06:00:00
Banda Aceh_2023-11-27T12:00:00,Banda Aceh,45,76,11.4,1009,2023-11-27 12:00:00
Banda Aceh_2023-11-27T18:00:00,Banda Aceh,45,76,10.7,1008,2023-11-27 18:00:00
Bandarlampung_2023-11-27T00:00:00,Bandarlampung,62,186,7.1,1011,2023-11-27
Bandarlampung_2023-11-27T06:00:00,Bandarlampung,64,186,8.2,1009,2023-11-27 06:00:00
Bandarlampung_2023-11-27T12:00:00,Bandarlampung,64,186,5.7,1009,2023-11-27 12:00:00
Bandarlampung_2023-11-27T18:00:00,Bandarlampung,64,186,5.8,1008,2023-11-27 18:00:00
Bandjarbaru_2023-11-27T00:00:00,Bandjarbaru,61,27,1.7,1009,2023-11-27
Bandjarbaru_2023-11-27T06:00:00,Bandjarbaru,45,27,9.3,1008,2023-11-27 06:00:00
Bandjarbaru_2023-11-27T12:00:00,Bandjarbaru,60,27,3.7,1008,2023-11-27 12:00:00
Bandjarbaru_2023-11-27T18:00:00,Bandjarbaru,38,27,3.7,1005,2023-11-27 18:00:00
Bandung_2023-11-27T00:00:00,Bandung,59,19,3.1,1013,2023-11-27
Bandung_2023-11-27T06:00:00,Bandung,87,19,2.4,1011,2023-11-27 06:00:00
Bandung_2023-11-27T12:00:00,Bandung,152,19,3.6,1010,2023-11-27 12:00:00
Bandung_2023-11-27T18:00:00,Bandung,128,19,4.0,1010,2023-11-27 18:00:00
Banggai_2023-11-27T00:00:00,Banggai,29,14,4.7,1008,2023-11-27
Banggai_2023-11-27T06:00:00,Banggai,27,14,1.3,1008,2023-11-27 06:00:00
Banggai_2023-11-27T12:00:00,Banggai,26,189,6.2,1008,2023-11-27 12:00:00
Banggai_2023-11-27T18:00:00,Banggai,26,189,5.5,1007,2023-11-27 18:00:00
Bangkalan_2023-11-27T00:00:00,Bangkalan,87,232,5.0,1009,2023-11-27
Bangkalan_2023-11-27T06:00:00,Bangkalan,86,232,6.2,1008,2023-11-27 06:00:00
Bangkalan_2023-11-27T12:00:00,Bangkalan,63,23,10.5,1008,2023-11-27 12:00:00
Bangkalan_2023-11-27T18:00:00,Bangkalan,63,23,13.9,1007,2023-11-27 18:00:00
Bangli_2023-11-27T00:00:00,Bangli,53,195,3.5,1011,2023-11-27
Bangli_2023-11-27T06:00:00,Bangli,52,195,3.2,1010,2023-11-27 06:00:00
Bangli_2023-11-27T12:00:00,Bangli,46,188,2.0,1010,2023-11-27 12:00:00
Bangli_2023-11-27T18:00:00,Bangli,46,188,1.3,1009,2023-11-27 18:00:00
Banjar_2023-11-27T00:00:00,Banjar,66,165,0.9,1013,2023-11-27
Banjar_2023-11-27T06:00:00,Banjar,72,165,2.1,1012,2023-11-27 06:00:00
Banjar_2023-11-27T12:00:00,Banjar,70,234,3.1,1011,2023-11-27 12:00:00
Banjar_2023-11-27T18:00:00,Banjar,70,234,3.4,1011,2023-11-27 18:00:00
Banjarmasin_2023-11-27T00:00:00,Banjarmasin,57,222,0.8,1009,2023-11-27
Banjarmasin_2023-11-27T06:00:00,Banjarmasin,41,222,4.5,1009,2023-11-27 06:00:00
Banjarmasin_2023-11-27T12:00:00,Banjarmasin,52,3,6.2,1009,2023-11-27 12:00:00
Banjarmasin_2023-11-27T18:00:00,Banjarmasin,52,3,5.5,1007,2023-11-27 18:00:00
Banjarnegara_2023-11-27T00:00:00,Banjarnegara,84,181,0.8,1012,2023-11-27
Banjarnegara_2023-11-27T06:00:00,Banjarnegara,71,181,3.8,1011,2023-11-27 06:00:00
Banjarnegara_2023-11-27T12:00:00,Banjarnegara,62,214,3.7,1010,2023-11-27 12:00:00
Banjarnegara_2023-11-27T18:00:00,Banjarnegara,62,214,4.5,1009,2023-11-27 18:00:00
Bantaeng_2023-11-27T00:00:00,Bantaeng,61,172,3.7,1009,2023-11-27
Bantaeng_2023-11-27T06:00:00,Bantaeng,58,172,4.4,1009,2023-11-27 06:00:00
Bantaeng_2023-11-27T12:00:00,Bantaeng,57,187,8.0,1009,2023-11-27 12:00:00
Bantaeng_2023-11-27T18:00:00,Bantaeng,57,187,8.8,1009,2023-11-27 18:00:00
Bantul_2023-11-27T00:00:00,Bantul,74,193,5.3,1011,2023-11-27
Bantul_2023-11-27T06:00:00,Bantul,72,193,4.9,1010,2023-11-27 06:00:00
Bantul_2023-11-27T12:00:00,Bantul,60,182,7.0,1009,2023-11-27 12:00:00
Bantul_2023-11-27T18:00:00,Bantul,60,182,11.4,1008,2023-11-27 18:00:00
Banyumas_2023-11-27T00:00:00,Banyumas,77,193,3.0,1011,2023-11-27
Banyumas_2023-11-27T06:00:00,Banyumas,69,193,3.8,1010,2023-11-27 06:00:00
Banyumas_2023-11-27T12:00:00,Banyumas,62,189,5.7,1009,2023-11-27 12:00:00
Banyumas_2023-11-27T18:00:00,Banyumas,62,189,6.7,1008,2023-11-27 18:00:00
Banyuwangi_2023-11-27T00:00:00,Banyuwangi,61,159,5.9,1011,2023-11-27
Banyuwangi_2023-11-27T06:00:00,Banyuwangi,59,159,4.5,1010,2023-11-27 06:00:00
Banyuwangi_2023-11-27T12:00:00,Banyuwangi,49,147,5.8,1010,2023-11-27 12:00:00
Banyuwangi_2023-11-27T18:00:00,Banyuwangi,49,147,7.4,1009,2023-11-27 18:00:00
Barru_2023-11-27T00:00:00,Barru,41,179,7.8,1009,2023-11-27
Barru_2023-11-27T06:00:00,Barru,44,179,4.2,1009,2023-11-27 06:00:00
Barru_2023-11-27T12:00:00,Barru,45,263,5.8,1009,2023-11-27 12:00:00
Barru_2023-11-27T18:00:00,Barru,45,263,5.8,1008,2023-11-27 18:00:00
Batam_2023-11-27T00:00:00,Batam,32,289,7.4,1012,2023-11-27
Batam_2023-11-27T06:00:00,Batam,56,289,9.3,1010,2023-11-27 06:00:00
Batam_2023-11-27T12:00:00,Batam,69,323,0.0,1010,2023-11-27 12:00:00
Batam_2023-11-27T18:00:00,Batam,75,323,9.3,1009,2023-11-27 18:00:00
Batang_2023-11-27T00:00:00,Batang,81,147,2.4,1010,2023-11-27
Batang_2023-11-27T06:00:00,Batang,77,147,11.3,1009,2023-11-27 06:00:00
Batang_2023-11-27T12:00:00,Batang,88,19,10.5,1009,2023-11-27 12:00:00
Batang_2023-11-27T18:00:00,Batang,88,19,11.4,1008,2023-11-27 18:00:00
Batu_2023-11-27T00:00:00,Batu,68,170,2.6,1012,2023-11-27
Batu_2023-11-27T06:00:00,Batu,67,170,1.0,1011,2023-11-27 06:00:00
Batu_2023-11-27T12:00:00,Batu,76,176,3.2,1011,2023-11-27 12:00:00
Batu_2023-11-27T18:00:00,Batu,76,176,3.5,1010,2023-11-27 18:00:00
Bekasi_2023-11-27T00:00:00,Bekasi,114,336,5.5,1006,2023-11-27
Bekasi_2023-11-27T06:00:00,Bekasi,133,336,5.5,1004,2023-11-27 06:00:00
Bekasi_2023-11-27T12:00:00,Bekasi,140,336,14.8,1004,2023-11-27 12:00:00
Bekasi_2023-11-27T18:00:00,Bekasi,141,336,14.8,1003,2023-11-27 18:00:00
Bengkalis_2023-11-27T00:00:00,Bengkalis,32,305,8.5,1010,2023-11-27
