id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Agats_2023-11-29T00:00:00,Agats,55,326,10.7,1008,2023-11-29
Agats_2023-11-29T06:00:00,Agats,53,326,3.3,1010,2023-11-29 06:00:00
Agats_2023-11-29T12:00:00,Agats,54,330,9.3,1009,2023-11-29 12:00:00
Agats_2023-11-29T18:00:00,Agats,49,330,5.4,1009,2023-11-29 18:00:00
Ambon_2023-11-29T00:00:00,Ambon,31,213,7.4,1009,2023-11-29
Ambon_2023-11-29T06:00:00,Ambon,29,213,14.8,1009,2023-11-29 06:00:00
Ambon_2023-11-29T12:00:00,Ambon,28,213,13.0,1008,2023-11-29 12:00:00
Ambon_2023-11-29T18:00:00,Ambon,28,213,5.5,1007,2023-11-29 18:00:00
Badung_2023-11-29T00:00:00,Badung,92,198,3.4,1010,2023-11-29
Badung_2023-11-29T06:00:00,Badung,71,198,2.9,1010,2023-11-29 06:00:00
Badung_2023-11-29T12:00:00,Badung,53,198,11.3,1010,2023-11-29 12:00:00
Badung_2023-11-29T18:00:00,Badung,61,198,7.3,1010,2023-11-29 18:00:00
Balikpapan_2023-11-29T00:00:00,Balikpapan,38,159,5.5,1009,2023-11-29
Balikpapan_2023-11-29T06:00:00,Balikpapan,29,159,7.4,1008,2023-11-29 06:00:00
Balikpapan_2023-11-29T12:00:00,Balikpapan,30,90,16.7,1009,2023-11-29 12:00:00
Balikpapan_2023-11-29T18:00:00,Balikpapan,38,61,7.4,1007,2023-11-29 18:00:00
Banda Aceh_2023-11-29T00:00:00,Banda Aceh,13,53,4.0,1010,2023-11-29
Banda Aceh_2023-11-29T06:00:00,Banda Aceh,15,53,10.3,1007,2023-11-29 06:00:00
Banda Aceh_2023-11-29T12:00:00,Banda Aceh,19,53,10.2,1011,2023-11-29 12:00:00
Banda Aceh_2023-11-29T18:00:00,Banda Aceh,18,53,1.8,1008,2023-11-29 18:00:00
Bandarlampung_2023-11-29T00:00:00,Bandarlampung,49,181,6.2,1010,2023-11-29
Bandarlampung_2023-11-29T06:00:00,Bandarlampung,49,181,2.0,1008,2023-11-29 06:00:00
Bandarlampung_2023-11-29T12:00:00,Bandarlampung,57,181,3.7,1010,2023-11-29 12:00:00
Bandarlampung_2023-11-29T18:00:00,Bandarlampung,54,181,7.6,1007,2023-11-29 18:00:00
Bandjarbaru_2023-11-29T00:00:00,Bandjarbaru,45,216,3.7,1008,2023-11-29
