id,kota,iqa,wind_dir(deg),wind_spd(km/h),pressure(mbar),accessed
Agats_2023-11-24T00:00:00,Agats,41,219,2.9,1006,2023-11-24
Agats_2023-11-24T06:00:00,Agats,45,219,4.9,1009,2023-11-24 06:00:00
Agats_2023-11-24T12:00:00,Agats,45,251,12.7,1006,2023-11-24 12:00:00
Agats_2023-11-24T18:00:00,Agats,46,251,10.7,1008,2023-11-24 18:00:00
Ambon_2023-11-24T00:00:00,Ambon,50,144,9.3,1007,2023-11-24
Ambon_2023-11-24T06:00:00,Ambon,51,144,5.5,1007,2023-11-24 06:00:00
Ambon_2023-11-24T12:00:00,Ambon,51,144,11.1,1007,2023-11-24 12:00:00
Ambon_2023-11-24T18:00:00,Ambon,51,144,7.4,1007,2023-11-24 18:00:00
Badung_2023-11-24T00:00:00,Badung,84,139,4.2,1009,2023-11-24
Badung_2023-11-24T06:00:00,Badung,119,139,4.7,1009,2023-11-24 06:00:00
Badung_2023-11-24T12:00:00,Badung,71,139,12.9,1008,2023-11-24 12:00:00
Badung_2023-11-24T18:00:00,Badung,63,139,7.3,1008,2023-11-24 18:00:00
Balikpapan_2023-11-24T00:00:00,Balikpapan,39,128,0.0,1008,2023-11-24
Balikpapan_2023-11-24T06:00:00,Balikpapan,29,128,5.5,1008,2023-11-24 06:00:00
Balikpapan_2023-11-24T12:00:00,Balikpapan,37,131,13.0,1009,2023-11-24 12:00:00
Balikpapan_2023-11-24T18:00:00,Balikpapan,40,38,11.1,1006,2023-11-24 18:00:00
Banda Aceh_2023-11-24T00:00:00,Banda Aceh,57,51,6.7,1009,2023-11-24
Banda Aceh_2023-11-24T06:00:00,Banda Aceh,43,51,10.9,1008,2023-11-24 06:00:00
Banda Aceh_2023-11-24T12:00:00,Banda Aceh,38,51,7.3,1011,2023-11-24 12:00:00
Banda Aceh_2023-11-24T18:00:00,Banda Aceh,37,51,6.4,1008,2023-11-24 18:00:00
Bandarlampung_2023-11-24T00:00:00,Bandarlampung,64,186,2.9,1009,2023-11-24
Bandarlampung_2023-11-24T06:00:00,Bandarlampung,66,186,4.0,1008,2023-11-24 06:00:00
Bandarlampung_2023-11-24T12:00:00,Bandarlampung,84,186,10.0,1009,2023-11-24 12:00:00
Bandarlampung_2023-11-24T18:00:00,Bandarlampung,91,186,10.2,1007,2023-11-24 18:00:00
Bandjarbaru_2023-11-24T00:00:00,Bandjarbaru,63,113,7.4,1008,2023-11-24
Bandjarbaru_2023-11-24T06:00:00,Bandjarbaru,70,113,1.8,1007,2023-11-24 06:00:00
Bandjarbaru_2023-11-24T12:00:00,Bandjarbaru,50,113,13.0,1008,2023-11-24 12:00:00
Bandjarbaru_2023-11-24T18:00:00,Bandjarbaru,77,113,11.1,1006,2023-11-24 18:00:00
Bandung_2023-11-24T00:00:00,Bandung,175,35,1.9,1011,2023-11-24
Bandung_2023-11-24T06:00:00,Bandung,113,35,5.0,1010,2023-11-24 06:00:00
Bandung_2023-11-24T12:00:00,Bandung,92,35,6.6,1009,2023-11-24 12:00:00
Bandung_2023-11-24T18:00:00,Bandung,146,35,6.3,1008,2023-11-24 18:00:00
Banggai_2023-11-24T00:00:00,Banggai,26,59,6.4,1007,2023-11-24
Banggai_2023-11-24T06:00:00,Banggai,30,59,4.8,1008,2023-11-24 06:00:00
Banggai_2023-11-24T12:00:00,Banggai,30,119,8.2,1008,2023-11-24 12:00:00
Banggai_2023-11-24T18:00:00,Banggai,31,111,7.4,1007,2023-11-24 18:00:00
Bangkalan_2023-11-24T00:00:00,Bangkalan,63,27,7.9,1008,2023-11-24
Bangkalan_2023-11-24T06:00:00,Bangkalan,79,27,4.7,1008,2023-11-24 06:00:00
Bangkalan_2023-11-24T12:00:00,Bangkalan,79,38,13.5,1007,2023-11-24 12:00:00
Bangkalan_2023-11-24T18:00:00,Bangkalan,51,59,21.4,1005,2023-11-24 18:00:00
Bangli_2023-11-24T00:00:00,Bangli,37,150,0.6,1009,2023-11-24
Bangli_2023-11-24T06:00:00,Bangli,51,150,2.3,1009,2023-11-24 06:00:00
Bangli_2023-11-24T12:00:00,Bangli,43,162,10.2,1009,2023-11-24 12:00:00
Bangli_2023-11-24T18:00:00,Bangli,46,167,6.0,1009,2023-11-24 18:00:00
Banjar_2023-11-24T00:00:00,Banjar,71,133,0.8,1011,2023-11-24
Banjar_2023-11-24T06:00:00,Banjar,65,133,3.0,1011,2023-11-24 06:00:00
Banjar_2023-11-24T12:00:00,Banjar,61,201,4.3,1010,2023-11-24 12:00:00
Banjar_2023-11-24T18:00:00,Banjar,69,193,5.5,1009,2023-11-24 18:00:00
Banjarmasin_2023-11-24T00:00:00,Banjarmasin,56,13,2.6,1008,2023-11-24
Banjarmasin_2023-11-24T06:00:00,Banjarmasin,50,13,4.5,1008,2023-11-24 06:00:00
Banjarmasin_2023-11-24T12:00:00,Banjarmasin,48,24,3.8,1008,2023-11-24 12:00:00
Banjarmasin_2023-11-24T18:00:00,Banjarmasin,54,18,4.5,1006,2023-11-24 18:00:00
Banjarnegara_2023-11-24T00:00:00,Banjarnegara,70,178,2.7,1010,2023-11-24
Banjarnegara_2023-11-24T06:00:00,Banjarnegara,67,178,1.5,1009,2023-11-24 06:00:00
Banjarnegara_2023-11-24T12:00:00,Banjarnegara,54,181,6.7,1010,2023-11-24 12:00:00
Banjarnegara_2023-11-24T18:00:00,Banjarnegara,70,175,5.4,1008,2023-11-24 18:00:00
Bantaeng_2023-11-24T00:00:00,Bantaeng,44,102,8.2,1008,2023-11-24
Bantaeng_2023-11-24T06:00:00,Bantaeng,53,102,4.8,1009,2023-11-24 06:00:00
Bantaeng_2023-11-24T12:00:00,Bantaeng,52,117,13.5,1008,2023-11-24 12:00:00
Bantaeng_2023-11-24T18:00:00,Bantaeng,47,127,5.0,1008,2023-11-24 18:00:00
Bantul_2023-11-24T00:00:00,Bantul,56,165,7.8,1009,2023-11-24
Bantul_2023-11-24T06:00:00,Bantul,58,165,4.3,1008,2023-11-24 06:00:00
Bantul_2023-11-24T12:00:00,Bantul,57,166,16.3,1009,2023-11-24 12:00:00
Bantul_2023-11-24T18:00:00,Bantul,59,172,12.3,1007,2023-11-24 18:00:00
Banyumas_2023-11-24T00:00:00,Banyumas,66,163,2.7,1009,2023-11-24
Banyumas_2023-11-24T06:00:00,Banyumas,57,163,1.9,1009,2023-11-24 06:00:00
Banyumas_2023-11-24T12:00:00,Banyumas,54,161,9.5,1009,2023-11-24 12:00:00
Banyumas_2023-11-24T18:00:00,Banyumas,60,157,6.5,1007,2023-11-24 18:00:00
Banyuwangi_2023-11-24T00:00:00,Banyuwangi,52,153,3.2,1009,2023-11-24
Banyuwangi_2023-11-24T06:00:00,Banyuwangi,54,153,3.2,1009,2023-11-24 06:00:00
Banyuwangi_2023-11-24T12:00:00,Banyuwangi,41,139,8.4,1009,2023-11-24 12:00:00
Banyuwangi_2023-11-24T18:00:00,Banyuwangi,48,139,8.5,1008,2023-11-24 18:00:00
Barru_2023-11-24T00:00:00,Barru,36,223,5.3,1007,2023-11-24
